"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_sum";"google_mean";"google_country_porc";"google_country"
"Pinus sylvestris";"The former Yugoslav Republic of Macedonia";"Vascular plants";NA;1;2019;"Tracheophyta";"Pinopsida";NA;"NO";58803;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;108267;FALSE;4169;28.9513888888889;NA;NA
"Pinus sylvestris";"Ukraine";"Vascular plants";NA;1139;2002;"Tracheophyta";"Pinopsida";NA;"NO";58803;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;7;108267;NA;4169;28.9513888888889;0;0
"Pinus sylvestris";"United Kingdom";"Vascular plants";NA;664;2007;"Tracheophyta";"Pinopsida";NA;"NO";58803;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;108267;NA;4169;28.9513888888889;17;492.173611111111
"Pinus uncinata";"New Zealand";"Vascular plants";2015;NA;NA;"Tracheophyta";"Pinopsida";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;34;NA;FALSE;NA;NA;NA;NA
"Pinus wallichiana";"Belgium";"Vascular plants";2012;10;2013;"Tracheophyta";"Pinopsida";1;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;49;TRUE;558;3.875;0;0
"Pinus wallichiana";"Germany";"Vascular plants";NA;17;2010;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;49;NA;558;3.875;0;0
"Pinus wallichiana";"Italy";"Vascular plants";NA;6;2019;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;49;NA;558;3.875;0;0
"Pinus wallichiana";"Netherlands";"Vascular plants";NA;1;2013;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;49;NA;558;3.875;0;0
"Pinus wallichiana";"Norway";"Vascular plants";NA;1;2016;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;76;49;FALSE;558;3.875;0;0
"Pinus wallichiana";"Sea or Ocean";"Vascular plants";NA;10;2005;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;49;FALSE;558;3.875;NA;NA
"Pinus wallichiana";"Serbia";"Vascular plants";NA;2;2017;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14179;54;49;FALSE;558;3.875;0;0
"Pinus wallichiana";"United Kingdom";"Vascular plants";NA;2;2009;"Tracheophyta";"Pinopsida";NA;"NO";1239;"R11652";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;49;FALSE;558;3.875;63;244.125
"Pittosporum crassifolium";"France";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";20;"R11680";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;NA;NA;NA;NA;NA;NA
"Pittosporum crassifolium";"Italy";"Vascular plants";2013;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";20;"R11680";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;162;NA;FALSE;NA;NA;NA;NA
"Pittosporum crassifolium";"Portugal";"Vascular plants";NA;4;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";20;"R11680";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;NA;FALSE;NA;NA;NA;NA
"Pittosporum crassifolium";"Sea or Ocean";"Vascular plants";NA;24;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";20;"R11680";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;NA;FALSE;NA;NA;NA;NA
"Pittosporum crassifolium";"United Kingdom";"Vascular plants";NA;3;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";20;"R11680";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;NA;FALSE;NA;NA;NA;NA
"Pittosporum tobira";"Belgium";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;48475;NA;2835;19.6875;20;393.75
"Pittosporum tobira";"Croatia";"Vascular plants";NA;62;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;48475;NA;2835;19.6875;99;1949.0625
"Pittosporum tobira";"France";"Vascular plants";NA;21072;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;48475;NA;2835;19.6875;100;1968.75
"Pittosporum tobira";"Greece";"Vascular plants";2014;41;2012;"Tracheophyta";"Magnoliopsida";-2;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;48475;FALSE;2835;19.6875;23;452.8125
"Pittosporum tobira";"Italy";"Vascular plants";NA;9554;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;48475;NA;2835;19.6875;27;531.5625
"Pittosporum tobira";"Malta";"Vascular plants";NA;26;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";632;5;48475;FALSE;2835;19.6875;0;0
"Pittosporum tobira";"Montenegro";"Vascular plants";NA;17;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5319;2;48475;NA;2835;19.6875;0;0
"Pittosporum tobira";"Portugal";"Vascular plants";NA;451;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;83;48475;NA;2835;19.6875;49;964.6875
"Pittosporum tobira";"San Marino";"Vascular plants";NA;3;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;48475;FALSE;2835;19.6875;0;0
"Pittosporum tobira";"Sea or Ocean";"Vascular plants";NA;10271;1998;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;48475;FALSE;2835;19.6875;NA;NA
"Pittosporum tobira";"Slovenia";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;45;48475;NA;2835;19.6875;0;0
"Pittosporum tobira";"Spain";"Vascular plants";NA;6928;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;48475;NA;2835;19.6875;35;689.0625
"Pittosporum tobira";"Switzerland";"Vascular plants";NA;29;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";453426;13;48475;NA;2835;19.6875;0;0
"Pittosporum tobira";"United Kingdom";"Vascular plants";NA;19;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";468;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;48475;NA;2835;19.6875;18;354.375
"Pityophthorus juglandis";"Italy";"Insects";2013;NA;NA;"Arthropoda";"Insecta";NA;"NO";206;"R17684";"A";1;0;0;0;"Terrestrial";"NO";"NO";"YES";"NO";205611;162;NA;FALSE;NA;NA;NA;NA
"Plagiolepis vindobonensis";"Germany";"Insects";NA;1;2018;"Arthropoda";"Insecta";NA;"NO";18;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1575546;51;NA;FALSE;NA;NA;NA;NA
"Plagiolepis vindobonensis";"Norway";"Insects";2010;NA;NA;"Arthropoda";"Insecta";NA;"NO";18;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";598977;76;NA;FALSE;NA;NA;NA;NA
"Plantago sempervirens";"Belgium";"Vascular plants";2016;10;2016;"Tracheophyta";"Magnoliopsida";0;"NO";219;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;87;TRUE;0;0;0;0
"Plantago sempervirens";"France";"Vascular plants";NA;26;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";219;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;87;NA;0;0;0;0
"Plantago sempervirens";"Italy";"Vascular plants";NA;10;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";219;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;162;87;NA;0;0;0;0
"Plantago sempervirens";"Sea or Ocean";"Vascular plants";NA;2;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";219;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;87;FALSE;0;0;NA;NA
"Plantago sempervirens";"Spain";"Vascular plants";NA;39;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";219;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;87;NA;0;0;0;0
"Platycercus adscitus";"Belgium";"Birds";2012;NA;NA;"Chordata";"Aves";NA;"NO";22;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";788948;480;NA;FALSE;NA;NA;NA;NA
"Platycercus elegans";"Austria";"Birds";NA;1;2016;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";384808;44;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Belgium";"Birds";NA;38;2009;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";788948;480;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Czech Republic";"Birds";NA;1;2019;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";725131;28;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Denmark";"Birds";NA;2;2021;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";14701881;18;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Germany";"Birds";NA;4;2013;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7836388;51;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Italy";"Birds";NA;4;2013;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";590026;162;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Netherlands";"Birds";NA;6;1993;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2058938;30;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Sea or Ocean";"Birds";NA;4;2020;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;NA;FALSE;NA;NA;NA;NA
"Platycercus elegans";"Slovakia";"Birds";NA;1;2020;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";79051;19;NA;NA;NA;NA;NA;NA
"Platycercus elegans";"Slovenia";"Birds";2012;NA;NA;"Chordata";"Aves";NA;"NO";207;"R11774";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";78261;45;NA;FALSE;NA;NA;NA;NA
"Platycercus eximius";"Belgium";"Birds";NA;37;2009;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";788948;480;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"France";"Birds";NA;2;2014;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1858205;142;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"Germany";"Birds";NA;15;2000;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7836388;51;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"Italy";"Birds";NA;2;2020;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";590026;162;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"Netherlands";"Birds";NA;2;1990;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2058938;30;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"Sea or Ocean";"Birds";NA;7;2019;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;NA;FALSE;NA;NA;NA;NA
"Platycercus eximius";"Slovakia";"Birds";NA;2;2020;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";79051;19;NA;FALSE;NA;NA;NA;NA
"Platycercus eximius";"Spain";"Birds";NA;6;2015;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";10201950;120;NA;NA;NA;NA;NA;NA
"Platycercus eximius";"Turkey";"Birds";2012;NA;NA;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;39;NA;FALSE;NA;NA;NA;NA
"Platycercus eximius";"United Kingdom";"Birds";NA;2;2020;"Chordata";"Aves";NA;"NO";93;"R11775";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";9941295;102;NA;NA;NA;NA;NA;NA
"Platycercus icterotis";"Belgium";"Birds";2015;2;2015;"Chordata";"Aves";0;"NO";11;"R11776";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";788948;480;3;FALSE;0;0;0;0
"Platycercus icterotis";"Germany";"Birds";NA;1;2019;"Chordata";"Aves";NA;"NO";11;"R11776";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7836388;51;3;NA;0;0;0;0
"Platycerium bifurcatum";"Portugal";"Vascular plants";2017;NA;NA;"Tracheophyta";"Polypodiopsida";NA;"NO";211;"R11777";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;83;NA;FALSE;NA;NA;NA;NA
"Platycodon grandiflorus";"Austria";"Vascular plants";NA;328;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;44;415;NA;786;5.45833333333333;0;0
"Platycodon grandiflorus";"Belgium";"Vascular plants";2013;13;2013;"Tracheophyta";"Magnoliopsida";0;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;415;TRUE;786;5.45833333333333;66;360.25
"Platycodon grandiflorus";"Czech Republic";"Vascular plants";NA;4;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;28;415;NA;786;5.45833333333333;74;403.916666666666
"Platycodon grandiflorus";"France";"Vascular plants";NA;5;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;415;NA;786;5.45833333333333;44;240.166666666667
"Platycodon grandiflorus";"Germany";"Vascular plants";NA;10;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;51;415;NA;786;5.45833333333333;34;185.583333333333
"Platycodon grandiflorus";"Netherlands";"Vascular plants";NA;18;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;30;415;NA;786;5.45833333333333;56;305.666666666667
"Platycodon grandiflorus";"Sea or Ocean";"Vascular plants";NA;5;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;NA;415;FALSE;786;5.45833333333333;NA;NA
"Platycodon grandiflorus";"Sweden";"Vascular plants";NA;24;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;26;415;FALSE;786;5.45833333333333;0;0
"Platycodon grandiflorus";"Switzerland";"Vascular plants";NA;2;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;13;415;NA;786;5.45833333333333;0;0
"Platycodon grandiflorus";"Ukraine";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;7;415;FALSE;786;5.45833333333333;0;0
"Platycodon grandiflorus";"United Kingdom";"Vascular plants";NA;4;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";371;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;102;415;FALSE;786;5.45833333333333;27;147.375
"Platylomalus gardineri";"France";"Insects";2012;NA;NA;"Arthropoda";"Insecta";NA;"NO";1;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";514135;142;NA;FALSE;NA;NA;NA;NA
"Platylomalus gardineri";"Greece";"Insects";2013;NA;NA;"Arthropoda";"Insecta";NA;"NO";1;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";41715;144;NA;FALSE;NA;NA;NA;NA
"Platyobria biemani";"Greece";"Insects";2014;NA;NA;"Arthropoda";"Insecta";NA;"NO";5;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";41715;144;NA;FALSE;NA;NA;NA;NA
"Plectorhinchus gaterinus";"Greece";"Fishes";2015;NA;NA;"Chordata";"Actinopterygii";NA;"NO";15;NA;NA;0;0;1;0;"Marine";"NO";"NO";"NO";"NO";808;144;NA;FALSE;NA;NA;NA;NA
"Pleioblastus argenteostriatus";"Belgium";"Vascular plants";2011;NA;NA;"Tracheophyta";"Liliopsida";NA;"NO";14;"R18259";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;480;NA;FALSE;NA;NA;NA;NA
"Pleistodontes imperialis";"Cyprus";"Insects";2019;NA;NA;"Arthropoda";"Insecta";NA;"NO";13;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";0;107;NA;FALSE;NA;NA;NA;NA
"Pleopis schmackeri";"Turkey";"Crustaceans";2012;NA;NA;"Arthropoda";"Branchiopoda";NA;"NO";19;NA;NA;0;0;1;0;"Marine";"NO";"NO";"NO";"NO";0;39;NA;FALSE;NA;NA;NA;NA
"Pleurophorus caesus";"Austria";"Insects";NA;9;2020;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";122100;44;NA;NA;NA;NA;NA;NA
"Pleurophorus caesus";"France";"Insects";NA;2;2016;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";514135;142;NA;NA;NA;NA;NA;NA
"Pleurophorus caesus";"Germany";"Insects";NA;2;2020;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1575546;51;NA;NA;NA;NA;NA;NA
"Pleurophorus caesus";"Italy";"Insects";NA;1;2021;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";205611;162;NA;NA;NA;NA;NA;NA
"Pleurophorus caesus";"Norway";"Insects";2010;NA;NA;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";598977;76;NA;FALSE;NA;NA;NA;NA
"Pleurophorus caesus";"Romania";"Insects";NA;2;2020;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";11945;3;NA;NA;NA;NA;NA;NA
"Pleurophorus caesus";"Sea or Ocean";"Insects";NA;1;2008;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;NA;FALSE;NA;NA;NA;NA
"Pleurophorus caesus";"Serbia";"Insects";NA;2;2019;"Arthropoda";"Insecta";NA;"NO";8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";11129;54;NA;NA;NA;NA;NA;NA
"Plocamopherus ocellatus";"Cyprus";"Molluscs";2015;NA;NA;"Mollusca";"Gastropoda";NA;"NO";14;"R11823";"A";0;0;1;0;"Marine";"NO";"NO";"NO";"NO";0;107;NA;FALSE;NA;NA;NA;NA
"Pluchea carolinensis";"Spain";"Vascular plants";2011;NA;NA;"Tracheophyta";"Magnoliopsida";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;713438;120;NA;FALSE;NA;NA;NA;NA
"Poa infirma";"Belgium";"Vascular plants";2016;266;2016;"Tracheophyta";"Liliopsida";0;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;480;950;TRUE;25;0.173611111111111;0;0
"Poa infirma";"Germany";"Vascular plants";NA;1;2017;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;51;950;NA;25;0.173611111111111;0;0
"Poa infirma";"Greece";"Vascular plants";NA;1;2016;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;144;950;FALSE;25;0.173611111111111;0;0
"Poa infirma";"Netherlands";"Vascular plants";NA;345;2015;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4472543;30;950;NA;25;0.173611111111111;0;0
"Poa infirma";"Sea or Ocean";"Vascular plants";NA;308;2008;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;950;FALSE;25;0.173611111111111;NA;NA
"Poa infirma";"Spain";"Vascular plants";NA;2;2015;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;120;950;NA;25;0.173611111111111;0;0
"Poa infirma";"United Kingdom";"Vascular plants";NA;27;2021;"Tracheophyta";"Liliopsida";NA;"NO";57;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";729813;102;950;NA;25;0.173611111111111;100;17.3611111111111
"Podarcis siculus";"Belgium";"Reptiles";NA;6;2008;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5821;480;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Bosnia and Herzegovina";"Reptiles";NA;1;2021;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";213;14;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Croatia";"Reptiles";NA;437;1990;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2255;19;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"France";"Reptiles";NA;127;1997;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";16811;142;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Germany";"Reptiles";NA;2;2021;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31123;51;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Greece";"Reptiles";2014;NA;NA;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";5623;144;NA;FALSE;NA;NA;NA;NA
"Podarcis siculus";"Italy";"Reptiles";NA;4396;1994;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";19492;162;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Montenegro";"Reptiles";NA;2;2008;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";595;2;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Netherlands";"Reptiles";NA;11;2007;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";98130;30;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Portugal";"Reptiles";NA;9;2016;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4791;83;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Romania";"Reptiles";NA;11;2013;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1181;3;NA;FALSE;NA;NA;NA;NA
"Podarcis siculus";"Sea or Ocean";"Reptiles";NA;2399;2000;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;NA;FALSE;NA;NA;NA;NA
"Podarcis siculus";"Slovenia";"Reptiles";NA;33;2013;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";863;45;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Spain";"Reptiles";NA;27;2011;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";16959;120;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"Switzerland";"Reptiles";NA;1;2021;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2663;13;NA;NA;NA;NA;NA;NA
"Podarcis siculus";"The former Yugoslav Republic of Macedonia";"Reptiles";NA;1;2015;"Chordata";"Reptilia";NA;"NO";204;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";0;NA;NA;FALSE;NA;NA;NA;NA
