"SeebName";"species";"phylum";"class";"kingdom";"LifeForm"
"Eremocoris fenestratus";"Eremocoris fenestratus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Euvola ziczac";"Euvola ziczac";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Fieberiella septentrionalis";"Fieberiella septentrionalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Griffithsia schousboei";"Griffithsia schousboei";"Rhodophyta";"Florideophyceae";"Plantae";"Algae"
"Hoplitis adunca";"Hoplitis adunca";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ischnura senegalensis";"Ischnura senegalensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Isognomon bicolor";"Isognomon bicolor";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Japanus hyalinus";"Japananus hyalinus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lepidasthenia brunnea";"Lepidasthenia brunnea";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Lepidocyrtus nigrescens";"Lepidocyrtus nigrescens";"Arthropoda";"Collembola";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Linepithema humile";"Linepithema humile";"Arthropoda";"Insecta";"Animalia";"Insects"
"Liriomyza cannabis";"Liriomyza cannabis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Marionfyfea adventor";"Marionfyfea adventor";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Mauremys reevesii";"Mauremys reevesii";"Chordata";"Testudines";"Animalia";NA
"Obama nungara";"Obama nungara";"Platyhelminthes";NA;"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Oligomerus ptilinoides";"Oligomerus ptilinoides";"Arthropoda";"Insecta";"Animalia";"Insects"
"Onyxacalles gibraltarensis";"Onyxacalles gibraltarensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Orientus ishidae";"Orientus ishidae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Orthochordeuma pallidum";"Orthochordeumella pallida";"Arthropoda";"Diplopoda";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Osmia cornuta";"Osmia cornuta";"Arthropoda";"Insecta";"Animalia";"Insects"
"Paleanotus chrysolepis";"Paleanotus chrysolepis";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Pammene juniperana";"Pammene juniperana";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pinctada imbricata";"Pinctada imbricata";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Pododesmus rudis";"Pododesmus rudis";"Mollusca";"Bivalvia";"Animalia";"Molluscs"
"Rhipicephalus sanguineus";"Rhipicephalus sanguineus";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Rhopalopyx elongata";"Rhopalopyx elongata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Rhyssemus germanus";"Rhyssemus germanus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Rhyzobius forestieri";"Rhyzobius forestieri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Saphonecrus gallaepomiformis";"Synergus gallaepomiformis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sciophila fractinervis";"Sciophila fractinervis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Stramonita floridana";"Stramonita floridana";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Tanysphyrus ater";"Tanysphyrus ater";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tapinoma ibericum";"Tapinoma ibericum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Torostoma apicale";"Torostoma apicale";"Arthropoda";"Insecta";"Animalia";"Insects"
"Vieitezia luzmurubeae";"Vieitezia luzmurubeae";"Nemertea";"Hoplonemertea";"Animalia";NA
"Zygina nivea";"Zygina nivea";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acacia baileyana";"Acacia baileyana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Actinidia chinensis";"Actinidia chinensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Agapanthus praecox";"Agapanthus praecox";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Althenia orientalis";"Althenia orientalis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Aquilegia dumeticola";"Aquilegia dumeticola";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Astragalus genargenteus";"Astragalus genargenteus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Bromus cebadilla";"Bromus cebadilla";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Bromus fasciculatus";"Bromus fasciculatus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Bupleurum virgatum";"Bupleurum virgatum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cardamine graeca";"Cardamine graeca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cardamine zahlbruckneriana";"Cardamine zahlbruckneriana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cerinthe tenuiflora";"Cerinthe tenuiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Chrysanthemum indicum";"Chrysanthemum indicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Cinnamomum camphora";"Cinnamomum camphora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Claytonia sibirica";"Claytonia sibirica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Dactylorhiza grandis";"Dactylorhiza grandis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Diplachne fusca";"Diplachne fusca";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Dolichandra unguis-cati";"Dolichandra unguis-cati";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Elaeagnus umbellata";"Elaeagnus umbellata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Equisetum trachyodon";"Equisetum trachyodon";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Erythrina crista-galli";"Erythrina crista-galli";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Eucalyptus sideroxylon";"Eucalyptus sideroxylon";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Festuca alfrediana";"Festuca alfrediana";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Fumaria reuteri";"Fumaria reuteri";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gagea dubia";"Gagea dubia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Gaillardia aristata";"Gaillardia aristata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Geranium maderense";"Geranium maderense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Gunnera tinctoria";"Gunnera tinctoria";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hechtia pitcairniifolia";"Hechtia pitcairniifolia";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Hedera colchica";"Hedera colchica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Herniaria litardierei";"Herniaria litardierei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hieracium blancii";"Hieracium blancii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hieracium fuscocinereum";"Hieracium fuscocinereum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hieracium legrandianum";"Hieracium legrandianum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hylotelephium spectabile";"Hylotelephium spectabile";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypericum mutilum";"Hypericum mutilum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Hypochoeris radicata";"Hypochoeris radicata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lespedeza bicolor";"Lespedeza bicolor";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Limonium densissimum";"Limonium densissimum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Linaria maroccana";"Linaria maroccana";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Linaria purpurea";"Linaria purpurea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Lycianthes rantonnetii";"Lycianthes rantonnetii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Magydaris pastinacea";"Magydaris pastinacea";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Marsilea drummondii";"Marsilea drummondii";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Micromeria filiformis";"Micromeria filiformis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Myosotis gallica";"Myosotis gallica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Myosotis michaelae";"Myosotis michaelae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nandina domestica";"Nandina domestica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Nothoscordum gracile";"Nothoscordum gracile";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Oenothera angustissima";"Oenothera parviflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ophrys morisii";"Ophrys arachnitiformis";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Osteospermum barberae";"Dimorphotheca barberae";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Papaver apulum";"Roemeria apula";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Phormium tenax";"Phormium tenax";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Pteris parkeri";"Pteris parkeri";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Ranunculus polyanthemophyllus";"Ranunculus polyanthemos";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rosa moschata";"Rosa moschata";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rubus adscitus";"Rubus adscitus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rubus andegavensis";"Rubus andegavensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rubus armeniacus";"Rubus armeniacus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rubus phyllostachys";"Rubus phyllostachys";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Rudbeckia fulgida";"Rudbeckia fulgida";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Salix apennina";"Salix apennina";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sedum sarmentosum";"Sedum sarmentosum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Sigesbeckia serrata";"Sigesbeckia jorullensis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Stachys cretica";"Stachys cretica";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Symphytum caucasicum";"Symphytum caucasicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Symphytum grandiflorum";"Symphytum grandiflorum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum anglicum";"Taraxacum anglicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum autumnaliforme";"Taraxacum autumnaliforme";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum ceratophorum";"Taraxacum ceratophorum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum delanghei";"Taraxacum delanghei";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum lambinonii";"Taraxacum lambinonii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum mattmarkense";"Taraxacum mattmarkense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum mediterraneum";"Taraxacum mediterraneum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum multilepis";"Taraxacum multilepis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum pseudodunense";"Taraxacum pseudodunense";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum roseocarpum";"Taraxacum roseocarpum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Taraxacum sellandii";"Taraxacum sellandii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tecoma stans";"Tecoma stans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tellima grandiflora";"Tellima grandiflora";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Tradescantia andersoniana";"Tradescantia andersoniana";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Vulpia alopecuros";"Festuca alopecuros";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Epuraea (Haptoncus) imperialis";"Epuraea imperialis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Vespa orientalis";"Vespa orientalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hierodula transcaucasica";"Hierodula transcaucasica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Monoxia obesula";"Monoxia obesula";"Arthropoda";"Insecta";"Animalia";"Insects"
"Mallodon spinibarbis";"Mallodon dasystomum";"Arthropoda";"Insecta";"Animalia";"Insects"
"Megachile (Callomegachile) sculpturalis";"Megachile sculpturalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sophonia orientalis";"Sophonia orientalis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tinocallis kahawaluokalani";"Sarucallis kahawaluokalani";"Arthropoda";"Insecta";"Animalia";"Insects"
"Illinoia liriodendri";"Illinoia liriodendri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Appendiseta robiniae";"Appendiseta robiniae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acizzia jamatonica";"Acizzia jamatonica";"Arthropoda";"Insecta";"Animalia";"Insects"
"Psillaephagus bliteus";"Psyllaephagus bliteus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Bruchidius raddianae";"Bruchidius raddianae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Penthimiola bella";"Penthimiola bella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Knipowitschia caucasica";"Knipowitschia caucasica";"Chordata";NA;"Animalia";NA
"Bruchidius siliquastri";"Bruchidius siliquastri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Megabruchidius tonkineus";"Megabruchidius tonkineus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aedes japonicus japonicus";"Aedes japonicus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Arboridia kakogawana";"Arboridia kakogawana";"Arthropoda";"Insecta";"Animalia";"Insects"
"Erasmoneura vulnerata";"Erasmoneura vulnerata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phyllocnistis vitegenella";"Phyllocnistis vitegenella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lamprodila festiva";"Lamprodila festiva";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acrosternum heegeri";"Acrosternum heegeri";"Arthropoda";"Insecta";"Animalia";"Insects"
"Acontia candefacta";"Acontia candefacta";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cacopsylla pulchella";"Cacopsylla pulchella";"Arthropoda";"Insecta";"Animalia";"Insects"
"Bryobia graminum";"Bryobia graminum";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Eotetranychus aceri";"Eotetranychus aceri";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Eotetranychus fraxini";"Eotetranychus fraxini";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Eotetranychus pruni";"Eotetranychus pruni";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Panonychus citri";"Panonychus citri";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Tetranychus evansi";"Tetranychus evansi";"Arthropoda";"Arachnida";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Lehmannia valentiana";"Ambigolimax valentianus";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Takecallis arundicolens";"Takecallis arundicolens";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tinocallis takachihoensis";"Tinocallis takachihoensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ericaphis scammelli";"Ericaphis scammelli";"Arthropoda";"Insecta";"Animalia";"Insects"
"Wahlgreniella nervata";"Wahlgreniella nervata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Trichosiphonaphis polygonifoliae";"Trichosiphonaphis polygonifoliae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Callidiellum rufipennis";"Callidiellum rufipennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cacyreus marshalli";"Cacyreus marshalli";"Arthropoda";"Insecta";"Animalia";"Insects"
"Neodryinus typhlocybae";"Neodryinus typhlocybae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aphidius ericaphidis";"Aphidius ericaphidis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lysiphlebus testaceipes";"Lysiphlebus testaceipes";"Arthropoda";"Insecta";"Animalia";"Insects"
"Oxidus gracilis";"Oxidus gracilis";"Arthropoda";"Diplopoda";"Animalia";"Arthropods p.p. (Myriapods, Diplopods etc.)"
"Rhacocleis annulata";"Rhacocleis annulata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Gryllus bimaculatus";"Gryllus bimaculatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Eupholidoptera schmidti";"Eupholidoptera schmidti";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cyrtaspis scutata";"Cyrtaspis scutata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pteronemobius lineolatus";"Pteronemobius lineolatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Iris oratoria";"Iris oratoria";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ameles spallanzania";"Ameles spallanzania";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sphaerocarpos europaeus";"Sphaerocarpos europaeus";"Marchantiophyta";"Marchantiopsida";"Plantae";"Algae"
"Erysiphe corylacearum";"Erysiphe corylacearum";"Ascomycota";"Leotiomycetes";"Fungi";"Fungi"
"Bretziella fagacearum";"Ceratocystis fagacearum";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Calonectria pseudonaviculata";"Calonectria pseudonaviculata";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Cryptostroma corticale";"Cryptostroma corticale";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Erysiphe quercicola";"Erysiphe quercicola";"Ascomycota";"Leotiomycetes";"Fungi";"Fungi"
"Eutypella parasitica";"Eutypella parasitica";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Geosmithia morbida";"Geosmithia morbida";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Neonectria neomacrospora";"Neonectria neomacrospora";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Ophidiomyces ophidiicola";"Ophidiomyces ophidiicola";"Ascomycota";"Eurotiomycetes";"Fungi";"Fungi"
"Peronospora belbahrii";"Peronospora belbahrii";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora fragariae";"Phytophthora fragariae";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora lateralis";"Phytophthora lateralis";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora multivora";"Phytophthora multivora";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora nicotianae";"Phytophthora nicotianae";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora niederhauseri";"Phytophthora niederhauserii";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora palmivora";"Phytophthora palmivora";"Oomycota";"Peronosporea";"Chromista";NA
"Phytophthora ramorum";"Phytophthora ramorum";"Oomycota";"Peronosporea";"Chromista";NA
"Puccinia hemerocallidis";"Puccinia hemerocallidis";"Basidiomycota";"Pucciniomycetes";"Fungi";"Fungi"
"Sirococcus tsugae";"Sirococcus tsugae";"Ascomycota";"Sordariomycetes";"Fungi";"Fungi"
"Acizzia solanicola";"Acizzia solanicola";"Arthropoda";"Insecta";"Animalia";"Insects"
"Aridelus rufotestaceus";"Aridelus rufotestaceus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Austropsocus viridis";"Austropsocus viridis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Blaste lignicola";"Blaste lignicola";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cartomothrips browni";"Cartomothrips browni";"Arthropoda";"Insecta";"Animalia";"Insects"
"Casuarinicola australis";"Casuarinicola australis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cheiloneurus flaccus";"Cheiloneurus flaccus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Clematostigma maculiceps";"Clematostigma maculiceps";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ctenoplusia limbirena";"Ctenoplusia limbirena";"Arthropoda";"Insecta";"Animalia";"Insects"
"Eukoebelea australiensis";"Eukoebelea australiensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hemiodoecus leai";"Hemiodoecus leai";"Arthropoda";"Insecta";"Animalia";"Insects"
"Hylaeus euxanthus";"Hylaeus euxanthus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lindorus lophanthae";"Rhyzobius lophanthae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Lobocaecilius monicus";"Lobocaecilius monicus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Neopinnaspis harperi";"Neopinnaspis harperi";"Arthropoda";"Insecta";"Animalia";"Insects"
"Neurogalesus militis";"Neurogalesus militis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Paropsisterna beata";"Paropsisterna beata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Phellopsylla formicosa";"Phellopsylla formicosa";"Arthropoda";"Insecta";"Animalia";"Insects"
"Scutellista caerulea";"Scutellista caerulea";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tinocallis ulmiparvifoliae";"Tinocallis ulmiparvifoliae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Tuberolachnus salignus";"Tuberolachnus salignus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Dennstaedtia samoensis";"Dennstaedtia samoensis";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Nephrolepis exaltata";"Nephrolepis exaltata";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Exomias pellucidus";"Exomias pellucidus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Henosepilachna vigintioctopunctata";"Henosepilachna vigintioctopunctata";"Arthropoda";"Insecta";"Animalia";"Insects"
"Pieris brassicae";"Pieris brassicae";"Arthropoda";"Insecta";"Animalia";"Insects"
"Sapintus argenteofasciatus";"Sapintus argenteofasciatus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Cheilanthes viridis";"Cheilanthes viridis";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Crassula natans var. minus";"Crassula natans";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Epilobium hirsutum";"Epilobium hirsutum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Pinus monticola";"Pinus monticola";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Pinus uncinata";"Pinus uncinata";"Tracheophyta";"Pinopsida";"Plantae";"Vascular plants"
"Acaena caesiiglauca";"Acaena caesiiglauca";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Acanthus hungaricus";"Acanthus hungaricus";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Acer pensylvanicum";"Acer pensylvanicum";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Achatina fulica";"Lissachatina fulica";"Mollusca";"Gastropoda";"Animalia";"Molluscs"
"Acheta domesticus";"Acheta domesticus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Agama agama";"Agama agama";"Chordata";"Squamata";"Animalia";NA
"Agropogon lutosus";"Agropogon lutosus";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Aldrovanda vesiculosa";"Aldrovanda vesiculosa";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Aleurodothrips fasciapennis";"Aleurodothrips fasciapennis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Allium cristophii";"Allium cristophii";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Allium ramosum";"Allium ramosum";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Allium zebdanense";"Allium zebdanense";"Tracheophyta";"Liliopsida";"Plantae";"Vascular plants"
"Alnus spaethii";"Alnus spaethii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Alonsoa linearis";"Alonsoa linearis";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Ambystoma macrodactylum";"Ambystoma macrodactylum";"Chordata";"Amphibia";"Animalia";"Amphibians"
"Anacridium aegyptium";"Anacridium aegyptium";"Arthropoda";"Insecta";"Animalia";"Insects"
"Andryala integrifolia";"Andryala integrifolia";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Anisocampium niponicum";"Anisocampium niponicum";"Tracheophyta";"Polypodiopsida";"Plantae";"Vascular plants"
"Anolis sagrei";"Anolis sagrei";"Chordata";"Squamata";"Animalia";NA
"Anopheles pharoensis";"Anopheles pharoensis";"Arthropoda";"Insecta";"Animalia";"Insects"
"Antaresia childreni";"Antaresia childreni";"Chordata";"Squamata";"Animalia";NA
"Aphanomyces astaci";"Aphanomyces astaci";"Oomycota";"Peronosporea";"Chromista";NA
"Aurantothrips orchidaceus";"Aurantothrips orchidaceus";"Arthropoda";"Insecta";"Animalia";"Insects"
"Badonnelia titei";"Badonnelia titei";"Arthropoda";"Insecta";"Animalia";"Insects"
"Ballerus ballerus";"Ballerus ballerus";"Chordata";NA;"Animalia";NA
"Basiliscus plumifrons";"Basiliscus plumifrons";"Chordata";"Squamata";"Animalia";NA
"Batrachochytrium dendrobatidis";"Batrachochytrium dendrobatidis";"Chytridiomycota";"Rhizophydiomycetes";"Fungi";"Fungi"
"Batrachochytrium salamandrivorans";"Batrachochytrium salamandrivorans";"Chytridiomycota";"Rhizophydiomycetes";"Fungi";"Fungi"
"Berberis hybridogagnepainii";"Berberis hybridogagnepainii";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Berberis interposita";"Berberis interposita";"Tracheophyta";"Magnoliopsida";"Plantae";"Vascular plants"
"Boccardiella hamata";"Boccardiella hamata";"Annelida";"Polychaeta";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Branchiodrilus hortensis";"Branchiodrilus hortensis";"Annelida";"Clitellata";"Animalia";"Invertebrates (excl. Arthropods, Molluscs)"
"Bufotes viridis";"Bufotes viridis";"Chordata";"Amphibia";"Animalia";"Amphibians"
