country;species;LifeForm;count;firstRec
Belarus;Spiraea japonica;Vascular plants;25;2020
Belgium;Spiraea japonica;Vascular plants;89;2006
Czech Republic;Spiraea japonica;Vascular plants;39;2018
Denmark;Spiraea japonica;Vascular plants;3;2017
Estonia;Spiraea japonica;Vascular plants;1;2020
Finland;Spiraea japonica;Vascular plants;7;2019
France;Spiraea japonica;Vascular plants;60;2015
Germany;Spiraea japonica;Vascular plants;3445;2004
Italy;Spiraea japonica;Vascular plants;79;2007
Lithuania;Spiraea japonica;Vascular plants;2;2020
Luxembourg;Spiraea japonica;Vascular plants;7;2018
Netherlands;Spiraea japonica;Vascular plants;103;2009
Norway;Spiraea japonica;Vascular plants;211;1995
Poland;Spiraea japonica;Vascular plants;5;2018
Romania;Spiraea japonica;Vascular plants;1;2020
Slovenia;Spiraea japonica;Vascular plants;4;2019
Sweden;Spiraea japonica;Vascular plants;1070;1990
Switzerland;Spiraea japonica;Vascular plants;3;2014
Ukraine;Spiraea japonica;Vascular plants;17;2019
United Kingdom;Spiraea japonica;Vascular plants;22;2007
Sea or Ocean;Spiraea japonica;Vascular plants;299;1990
Belgium;Spiraea nipponica;Vascular plants;2;2010
Czech Republic;Spiraea nipponica;Vascular plants;1;2019
Germany;Spiraea nipponica;Vascular plants;3;2020
Sweden;Spiraea nipponica;Vascular plants;1;1998
Belgium;Spiranthes cernua;Vascular plants;1;2014
Netherlands;Spiranthes cernua;Vascular plants;18;2014
Sea or Ocean;Spirobassia hirsuta;Vascular plants;7;2019
Sea or Ocean;Sporobolus cryptandrus;Vascular plants;1;2021
Belgium;Sporobolus indicus;Vascular plants;53;2007
France;Sporobolus indicus;Vascular plants;10;2012
Greece;Sporobolus indicus;Vascular plants;1;2020
Italy;Sporobolus indicus;Vascular plants;1;2019
Netherlands;Sporobolus indicus;Vascular plants;19;2015
Portugal;Sporobolus indicus;Vascular plants;1;2017
Spain;Sporobolus indicus;Vascular plants;11;2012
Sea or Ocean;Sporobolus indicus;Vascular plants;21;2015
Belgium;Sporobolus michauxianus;Vascular plants;4;2010
Netherlands;Sporobolus michauxianus;Vascular plants;6;2009
Sweden;Sporobolus michauxianus;Vascular plants;41;2016
Sea or Ocean;Sporobolus michauxianus;Vascular plants;1;2014
Bulgaria;Stachys cretica;Vascular plants;3;2013
Croatia;Stachys cretica;Vascular plants;3;2014
Greece;Stachys cretica;Vascular plants;33;2011
Italy;Stachys cretica;Vascular plants;84;2007
Ukraine;Stachys cretica;Vascular plants;289;2013
Sea or Ocean;Stachys cretica;Vascular plants;171;2010
Belgium;Stranvaesia davidiana;Vascular plants;5;2010
Netherlands;Stranvaesia davidiana;Vascular plants;28;2009
United Kingdom;Stranvaesia davidiana;Vascular plants;1;2020
Sea or Ocean;Stranvaesia davidiana;Vascular plants;3;2016
Austria;Struthiopteris spicant;Vascular plants;300;2005
Belgium;Struthiopteris spicant;Vascular plants;550;1999
Croatia;Struthiopteris spicant;Vascular plants;5;2019
Czech Republic;Struthiopteris spicant;Vascular plants;251;2005
Denmark;Struthiopteris spicant;Vascular plants;102;2014
Faroe Islands;Struthiopteris spicant;Vascular plants;4;2019
France;Struthiopteris spicant;Vascular plants;981;2000
Germany;Struthiopteris spicant;Vascular plants;884;1990
Ireland;Struthiopteris spicant;Vascular plants;107;2000
Isle of Man;Struthiopteris spicant;Vascular plants;26;2019
Italy;Struthiopteris spicant;Vascular plants;101;2006
Luxembourg;Struthiopteris spicant;Vascular plants;26;2018
Netherlands;Struthiopteris spicant;Vascular plants;5539;1990
Norway;Struthiopteris spicant;Vascular plants;4087;1990
Poland;Struthiopteris spicant;Vascular plants;182;1993
Portugal;Struthiopteris spicant;Vascular plants;248;2008
Romania;Struthiopteris spicant;Vascular plants;2;2019
Slovakia;Struthiopteris spicant;Vascular plants;15;2013
Slovenia;Struthiopteris spicant;Vascular plants;40;2018
Spain;Struthiopteris spicant;Vascular plants;423;1998
Sweden;Struthiopteris spicant;Vascular plants;2269;1990
Switzerland;Struthiopteris spicant;Vascular plants;314;2007
Ukraine;Struthiopteris spicant;Vascular plants;28;2011
United Kingdom;Struthiopteris spicant;Vascular plants;1347;1990
Sea or Ocean;Struthiopteris spicant;Vascular plants;2199;1990
Austria;Sulla coronaria;Vascular plants;1;2013
France;Sulla coronaria;Vascular plants;5;2002
Greece;Sulla coronaria;Vascular plants;1;2001
Italy;Sulla coronaria;Vascular plants;294;1997
Malta;Sulla coronaria;Vascular plants;13;2017
Portugal;Sulla coronaria;Vascular plants;12;2018
Spain;Sulla coronaria;Vascular plants;40;1998
Sea or Ocean;Sulla coronaria;Vascular plants;181;1993
France;Syagrus romanzoffiana;Vascular plants;1;2018
Sea or Ocean;Syagrus romanzoffiana;Vascular plants;5;2020
Austria;Symphoricarpos albus;Vascular plants;403;2011
Belarus;Symphoricarpos albus;Vascular plants;83;2017
Belgium;Symphoricarpos albus;Vascular plants;1605;1994
Bosnia and Herzegovina;Symphoricarpos albus;Vascular plants;1;2021
Bulgaria;Symphoricarpos albus;Vascular plants;1;2018
Croatia;Symphoricarpos albus;Vascular plants;5;2019
Czech Republic;Symphoricarpos albus;Vascular plants;348;2006
Denmark;Symphoricarpos albus;Vascular plants;142;2018
Estonia;Symphoricarpos albus;Vascular plants;2;2018
Finland;Symphoricarpos albus;Vascular plants;12;2018
France;Symphoricarpos albus;Vascular plants;264;2004
Germany;Symphoricarpos albus;Vascular plants;2518;1990
Greece;Symphoricarpos albus;Vascular plants;2;2019
Hungary;Symphoricarpos albus;Vascular plants;7;2018
Iceland;Symphoricarpos albus;Vascular plants;3;2016
Ireland;Symphoricarpos albus;Vascular plants;18;2017
Isle of Man;Symphoricarpos albus;Vascular plants;1;2021
Italy;Symphoricarpos albus;Vascular plants;21;2008
Latvia;Symphoricarpos albus;Vascular plants;1;2019
Liechtenstein;Symphoricarpos albus;Vascular plants;1;2019
Lithuania;Symphoricarpos albus;Vascular plants;74;2018
Luxembourg;Symphoricarpos albus;Vascular plants;54;2018
Netherlands;Symphoricarpos albus;Vascular plants;1532;1990
Norway;Symphoricarpos albus;Vascular plants;205;1996
Poland;Symphoricarpos albus;Vascular plants;164;2016
Portugal;Symphoricarpos albus;Vascular plants;4;2019
Romania;Symphoricarpos albus;Vascular plants;1;2019
Serbia;Symphoricarpos albus;Vascular plants;4;2018
Slovakia;Symphoricarpos albus;Vascular plants;5;2010
Slovenia;Symphoricarpos albus;Vascular plants;2;2019
Spain;Symphoricarpos albus;Vascular plants;19;2011
Sweden;Symphoricarpos albus;Vascular plants;8375;1990
Switzerland;Symphoricarpos albus;Vascular plants;53;2017
Ukraine;Symphoricarpos albus;Vascular plants;96;2011
United Kingdom;Symphoricarpos albus;Vascular plants;1357;2007
Sea or Ocean;Symphoricarpos albus;Vascular plants;2927;1990
Belgium;Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus;Vascular plants;3;2018
Germany;Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus;Vascular plants;43;2012
United Kingdom;Symphoricarpos albus var. laevigatus x microphyllus x orbiculatus;Vascular plants;1;2020
Belgium;Symphoricarpos chenaultii;Vascular plants;2;2019
France;Symphoricarpos chenaultii;Vascular plants;2;2019
Germany;Symphoricarpos chenaultii;Vascular plants;78;2011
Netherlands;Symphoricarpos chenaultii;Vascular plants;1;2017
Sweden;Symphoricarpos chenaultii;Vascular plants;222;1990
United Kingdom;Symphoricarpos chenaultii;Vascular plants;41;2019
Sea or Ocean;Symphoricarpos chenaultii;Vascular plants;119;1992
Belgium;Symphoricarpos orbiculatus;Vascular plants;5;2019
Bulgaria;Symphoricarpos orbiculatus;Vascular plants;2;2020
Czech Republic;Symphoricarpos orbiculatus;Vascular plants;7;2019
Denmark;Symphoricarpos orbiculatus;Vascular plants;1;2021
France;Symphoricarpos orbiculatus;Vascular plants;2;2020
Germany;Symphoricarpos orbiculatus;Vascular plants;15;2014
Netherlands;Symphoricarpos orbiculatus;Vascular plants;10;2016
Poland;Symphoricarpos orbiculatus;Vascular plants;5;2020
Spain;Symphoricarpos orbiculatus;Vascular plants;2;2019
United Kingdom;Symphoricarpos orbiculatus;Vascular plants;1;2020
Sea or Ocean;Symphoricarpos orbiculatus;Vascular plants;8;2020
Austria;Symphyotrichum novae-angliae;Vascular plants;45;2013
Belarus;Symphyotrichum novae-angliae;Vascular plants;8;2020
Belgium;Symphyotrichum novae-angliae;Vascular plants;15;2006
Czech Republic;Symphyotrichum novae-angliae;Vascular plants;58;2018
Denmark;Symphyotrichum novae-angliae;Vascular plants;3;2020
France;Symphyotrichum novae-angliae;Vascular plants;111;2019
Germany;Symphyotrichum novae-angliae;Vascular plants;237;2006
Hungary;Symphyotrichum novae-angliae;Vascular plants;9;2020
Italy;Symphyotrichum novae-angliae;Vascular plants;26;2017
Luxembourg;Symphyotrichum novae-angliae;Vascular plants;1;2019
Netherlands;Symphyotrichum novae-angliae;Vascular plants;19;2002
Norway;Symphyotrichum novae-angliae;Vascular plants;5;2012
Poland;Symphyotrichum novae-angliae;Vascular plants;22;2020
Slovakia;Symphyotrichum novae-angliae;Vascular plants;5;2020
Sweden;Symphyotrichum novae-angliae;Vascular plants;254;1990
Switzerland;Symphyotrichum novae-angliae;Vascular plants;61;2018
Ukraine;Symphyotrichum novae-angliae;Vascular plants;20;2013
United Kingdom;Symphyotrichum novae-angliae;Vascular plants;61;2016
Sea or Ocean;Symphyotrichum novae-angliae;Vascular plants;90;1990
Belgium;Symphyotrichum subulatum;Vascular plants;4;2008
France;Symphyotrichum subulatum;Vascular plants;19;2015
Germany;Symphyotrichum subulatum;Vascular plants;8;2006
Greece;Symphyotrichum subulatum;Vascular plants;11;2013
Italy;Symphyotrichum subulatum;Vascular plants;22;2017
Netherlands;Symphyotrichum subulatum;Vascular plants;2;2014
Portugal;Symphyotrichum subulatum;Vascular plants;26;2010
Spain;Symphyotrichum subulatum;Vascular plants;138;2009
Ukraine;Symphyotrichum subulatum;Vascular plants;3;2020
Sea or Ocean;Symphyotrichum subulatum;Vascular plants;75;2011
Austria;Symphytum bulbosum;Vascular plants;2;2015
Bulgaria;Symphytum bulbosum;Vascular plants;2;2017
Croatia;Symphytum bulbosum;Vascular plants;2;2021
France;Symphytum bulbosum;Vascular plants;18;2017
Germany;Symphytum bulbosum;Vascular plants;9;2010
Greece;Symphytum bulbosum;Vascular plants;7;2015
Italy;Symphytum bulbosum;Vascular plants;125;2007
Montenegro;Symphytum bulbosum;Vascular plants;2;2020
Netherlands;Symphytum bulbosum;Vascular plants;5;2014
Slovenia;Symphytum bulbosum;Vascular plants;1;2015
United Kingdom;Symphytum bulbosum;Vascular plants;10;2006
Sea or Ocean;Symphytum bulbosum;Vascular plants;14;2017
Austria;Symphytum caucasicum;Vascular plants;4;2021
Belarus;Symphytum caucasicum;Vascular plants;56;2015
Belgium;Symphytum caucasicum;Vascular plants;76;2010
Czech Republic;Symphytum caucasicum;Vascular plants;2;2020
Denmark;Symphytum caucasicum;Vascular plants;9;2020
Finland;Symphytum caucasicum;Vascular plants;11;2020
France;Symphytum caucasicum;Vascular plants;3;2019
Germany;Symphytum caucasicum;Vascular plants;41;2008
Italy;Symphytum caucasicum;Vascular plants;1;2020
Netherlands;Symphytum caucasicum;Vascular plants;198;2007
Norway;Symphytum caucasicum;Vascular plants;6;2020
Republic of Moldova;Symphytum caucasicum;Vascular plants;2;2021
Sweden;Symphytum caucasicum;Vascular plants;17;2018
Ukraine;Symphytum caucasicum;Vascular plants;97;2016
United Kingdom;Symphytum caucasicum;Vascular plants;18;2018
Sea or Ocean;Symphytum caucasicum;Vascular plants;831;2005
Austria;Symphytum grandiflorum;Vascular plants;4;2013
Belgium;Symphytum grandiflorum;Vascular plants;226;2007
Denmark;Symphytum grandiflorum;Vascular plants;2;2020
France;Symphytum grandiflorum;Vascular plants;4;2017
Germany;Symphytum grandiflorum;Vascular plants;35;2009
Greece;Symphytum grandiflorum;Vascular plants;1;2015
Netherlands;Symphytum grandiflorum;Vascular plants;406;2007
Sweden;Symphytum grandiflorum;Vascular plants;13;2015
Switzerland;Symphytum grandiflorum;Vascular plants;2;2021
United Kingdom;Symphytum grandiflorum;Vascular plants;121;2007
Sea or Ocean;Symphytum grandiflorum;Vascular plants;124;2007
Germany;Syringa persica;Vascular plants;1;2010
Norway;Syringa persica;Vascular plants;2;2020
Spain;Syringa persica;Vascular plants;1;2020
Germany;Syringa reticulata;Vascular plants;2;2018
Sweden;Syringa reticulata;Vascular plants;4;2016
Sea or Ocean;Syringa reticulata;Vascular plants;18;2009
Andorra;Tagetes erecta;Vascular plants;1;2019
Austria;Tagetes erecta;Vascular plants;146;2018
Belarus;Tagetes erecta;Vascular plants;24;2012
Belgium;Tagetes erecta;Vascular plants;214;2008
Bosnia and Herzegovina;Tagetes erecta;Vascular plants;17;2018
Bulgaria;Tagetes erecta;Vascular plants;42;2018
Croatia;Tagetes erecta;Vascular plants;48;2018
Czech Republic;Tagetes erecta;Vascular plants;364;2018
Denmark;Tagetes erecta;Vascular plants;6;2019
Estonia;Tagetes erecta;Vascular plants;9;2018
Finland;Tagetes erecta;Vascular plants;2;2020
France;Tagetes erecta;Vascular plants;2314;2016
Germany;Tagetes erecta;Vascular plants;983;2015
Greece;Tagetes erecta;Vascular plants;133;2017
Guernsey;Tagetes erecta;Vascular plants;1;2018
Hungary;Tagetes erecta;Vascular plants;56;2018
Ireland;Tagetes erecta;Vascular plants;30;2018
Italy;Tagetes erecta;Vascular plants;1198;2017
Latvia;Tagetes erecta;Vascular plants;13;2018
Lithuania;Tagetes erecta;Vascular plants;13;2018
Luxembourg;Tagetes erecta;Vascular plants;8;2018
Malta;Tagetes erecta;Vascular plants;1;2020
Montenegro;Tagetes erecta;Vascular plants;5;2019
Netherlands;Tagetes erecta;Vascular plants;18;2010
Norway;Tagetes erecta;Vascular plants;21;2000
Poland;Tagetes erecta;Vascular plants;117;2017
Portugal;Tagetes erecta;Vascular plants;172;2018
Republic of Moldova;Tagetes erecta;Vascular plants;12;2018
Romania;Tagetes erecta;Vascular plants;113;2018
Serbia;Tagetes erecta;Vascular plants;42;2018
Slovakia;Tagetes erecta;Vascular plants;99;2018
Slovenia;Tagetes erecta;Vascular plants;14;2018
Spain;Tagetes erecta;Vascular plants;1249;2015
Sweden;Tagetes erecta;Vascular plants;469;1990
Switzerland;Tagetes erecta;Vascular plants;16;2018
The former Yugoslav Republic of Macedonia;Tagetes erecta;Vascular plants;30;2018
Ukraine;Tagetes erecta;Vascular plants;125;2008
United Kingdom;Tagetes erecta;Vascular plants;441;2017
Sea or Ocean;Tagetes erecta;Vascular plants;545;1990
Belgium;Tagetes minuta;Vascular plants;16;1994
Bosnia and Herzegovina;Tagetes minuta;Vascular plants;1;2020
Croatia;Tagetes minuta;Vascular plants;5;2019
France;Tagetes minuta;Vascular plants;84;2016
Germany;Tagetes minuta;Vascular plants;1;2008
Greece;Tagetes minuta;Vascular plants;1;2016
Italy;Tagetes minuta;Vascular plants;22;2018
Netherlands;Tagetes minuta;Vascular plants;21;2008
Slovenia;Tagetes minuta;Vascular plants;5;2019
Spain;Tagetes minuta;Vascular plants;19;2014
Sweden;Tagetes minuta;Vascular plants;24;2005
Ukraine;Tagetes minuta;Vascular plants;2;2000
United Kingdom;Tagetes minuta;Vascular plants;17;2020
Sea or Ocean;Tagetes minuta;Vascular plants;15;2015
Austria;Talinum paniculatum;Vascular plants;1;2020
Denmark;Talinum paniculatum;Vascular plants;1;2021
Italy;Talinum paniculatum;Vascular plants;3;2019
Portugal;Talinum paniculatum;Vascular plants;1;2019
Sweden;Talinum paniculatum;Vascular plants;38;2006
Switzerland;Talinum paniculatum;Vascular plants;2;2021
Ukraine;Talinum paniculatum;Vascular plants;1;2021
Sea or Ocean;Talinum paniculatum;Vascular plants;12;2010
Denmark;Taraxacum sellandii;Vascular plants;1;2020
Netherlands;Taraxacum sellandii;Vascular plants;1;2019
Sweden;Taraxacum sellandii;Vascular plants;72;1996
Sea or Ocean;Taraxacum sellandii;Vascular plants;22;1998
Germany;Tecoma stans;Vascular plants;1;2014
Greece;Tecoma stans;Vascular plants;2;2020
Portugal;Tecoma stans;Vascular plants;1;2020
Spain;Tecoma stans;Vascular plants;2;2020
Sea or Ocean;Tecoma stans;Vascular plants;6;2018
Belgium;Tellima grandiflora;Vascular plants;353;2008
Denmark;Tellima grandiflora;Vascular plants;11;2018
Finland;Tellima grandiflora;Vascular plants;7;2020
France;Tellima grandiflora;Vascular plants;2;2017
Germany;Tellima grandiflora;Vascular plants;138;2014
Ireland;Tellima grandiflora;Vascular plants;7;2018
Isle of Man;Tellima grandiflora;Vascular plants;1;2019
Luxembourg;Tellima grandiflora;Vascular plants;1;2019
Netherlands;Tellima grandiflora;Vascular plants;443;2002
Norway;Tellima grandiflora;Vascular plants;5;2019
Sweden;Tellima grandiflora;Vascular plants;39;1996
United Kingdom;Tellima grandiflora;Vascular plants;687;2005
Sea or Ocean;Tellima grandiflora;Vascular plants;70;2000
Austria;Teucrium hircanicum;Vascular plants;5;2020
Belgium;Teucrium hircanicum;Vascular plants;2;2019
Germany;Teucrium hircanicum;Vascular plants;5;2011
Netherlands;Teucrium hircanicum;Vascular plants;1;2016
Ukraine;Teucrium hircanicum;Vascular plants;4;2010
United Kingdom;Teucrium hircanicum;Vascular plants;7;2020
Belgium;Thalia dealbata;Vascular plants;9;2015
Netherlands;Thalia dealbata;Vascular plants;6;2009
Sea or Ocean;Thalia dealbata;Vascular plants;1;2016
Belgium;Thalictrum speciosissimum;Vascular plants;15;2011
Germany;Thalictrum speciosissimum;Vascular plants;1;2017
Netherlands;Thalictrum speciosissimum;Vascular plants;19;2009
Portugal;Thalictrum speciosissimum;Vascular plants;25;2012
Spain;Thalictrum speciosissimum;Vascular plants;5;2011
Sweden;Thalictrum speciosissimum;Vascular plants;27;2016
Belarus;Thladiantha dubia;Vascular plants;42;2015
Belgium;Thladiantha dubia;Vascular plants;1;2010
Czech Republic;Thladiantha dubia;Vascular plants;5;2020
Hungary;Thladiantha dubia;Vascular plants;3;2020
Lithuania;Thladiantha dubia;Vascular plants;6;2019
Poland;Thladiantha dubia;Vascular plants;8;2013
Romania;Thladiantha dubia;Vascular plants;3;2020
Sweden;Thladiantha dubia;Vascular plants;40;2016
Ukraine;Thladiantha dubia;Vascular plants;125;2009
United Kingdom;Thladiantha dubia;Vascular plants;1;2020
Sea or Ocean;Thladiantha dubia;Vascular plants;133;2012
Austria;Thuja occidentalis;Vascular plants;13;2011
Belarus;Thuja occidentalis;Vascular plants;4;2020
Belgium;Thuja occidentalis;Vascular plants;32;2007
Czech Republic;Thuja occidentalis;Vascular plants;70;2019
Denmark;Thuja occidentalis;Vascular plants;6;2020
Estonia;Thuja occidentalis;Vascular plants;1;2015
Finland;Thuja occidentalis;Vascular plants;1;2020
France;Thuja occidentalis;Vascular plants;6;2020
Germany;Thuja occidentalis;Vascular plants;188;2006
Hungary;Thuja occidentalis;Vascular plants;2;2020
Ireland;Thuja occidentalis;Vascular plants;1;2020
Italy;Thuja occidentalis;Vascular plants;1;2021
Netherlands;Thuja occidentalis;Vascular plants;52;2008
Norway;Thuja occidentalis;Vascular plants;106;2009
Poland;Thuja occidentalis;Vascular plants;16;2017
Slovakia;Thuja occidentalis;Vascular plants;3;2018
Slovenia;Thuja occidentalis;Vascular plants;3;2020
Sweden;Thuja occidentalis;Vascular plants;547;1990
Switzerland;Thuja occidentalis;Vascular plants;3;2018
Ukraine;Thuja occidentalis;Vascular plants;14;2019
United Kingdom;Thuja occidentalis;Vascular plants;4;2020
Sea or Ocean;Thuja occidentalis;Vascular plants;155;1990
Austria;Thuja plicata;Vascular plants;4;2021
Belgium;Thuja plicata;Vascular plants;104;1999
Czech Republic;Thuja plicata;Vascular plants;8;2019
Denmark;Thuja plicata;Vascular plants;8;2019
France;Thuja plicata;Vascular plants;8;2008
Germany;Thuja plicata;Vascular plants;46;2008
Ireland;Thuja plicata;Vascular plants;6;2014
Lithuania;Thuja plicata;Vascular plants;1;2021
Luxembourg;Thuja plicata;Vascular plants;3;2019
Netherlands;Thuja plicata;Vascular plants;67;2008
Norway;Thuja plicata;Vascular plants;41;2003
Poland;Thuja plicata;Vascular plants;8;2015
Portugal;Thuja plicata;Vascular plants;2;2021
Sweden;Thuja plicata;Vascular plants;84;1996
Switzerland;Thuja plicata;Vascular plants;2;2019
United Kingdom;Thuja plicata;Vascular plants;41;2014
Sea or Ocean;Thuja plicata;Vascular plants;107;1994
Belgium;Tiarella cordifolia;Vascular plants;5;2013
Finland;Tiarella cordifolia;Vascular plants;4;2020
Germany;Tiarella cordifolia;Vascular plants;4;2012
Lithuania;Tiarella cordifolia;Vascular plants;2;2020
Netherlands;Tiarella cordifolia;Vascular plants;4;2012
Norway;Tiarella cordifolia;Vascular plants;1;2017
Sea or Ocean;Tiarella cordifolia;Vascular plants;1;2015
Austria;Tilia tomentosa;Vascular plants;7;2016
Belgium;Tilia tomentosa;Vascular plants;53;1999
Bosnia and Herzegovina;Tilia tomentosa;Vascular plants;2;2019
Bulgaria;Tilia tomentosa;Vascular plants;1;2017
Croatia;Tilia tomentosa;Vascular plants;7;2017
Czech Republic;Tilia tomentosa;Vascular plants;27;2019
France;Tilia tomentosa;Vascular plants;1;2020
Germany;Tilia tomentosa;Vascular plants;53;2008
Greece;Tilia tomentosa;Vascular plants;5;2020
Hungary;Tilia tomentosa;Vascular plants;15;2018
Montenegro;Tilia tomentosa;Vascular plants;1;2018
Netherlands;Tilia tomentosa;Vascular plants;18;2006
Norway;Tilia tomentosa;Vascular plants;1;2017
Poland;Tilia tomentosa;Vascular plants;4;2020
Portugal;Tilia tomentosa;Vascular plants;2;2015
Romania;Tilia tomentosa;Vascular plants;3;2010
Serbia;Tilia tomentosa;Vascular plants;2;2020
Slovakia;Tilia tomentosa;Vascular plants;1;2020
Spain;Tilia tomentosa;Vascular plants;4;2019
Sweden;Tilia tomentosa;Vascular plants;10;2005
United Kingdom;Tilia tomentosa;Vascular plants;7;2019
Sea or Ocean;Tilia tomentosa;Vascular plants;23;2008
Belgium;Tithonia rotundifolia;Vascular plants;1;2015
France;Tithonia rotundifolia;Vascular plants;1;2021
Germany;Tithonia rotundifolia;Vascular plants;1;2019
Sweden;Tithonia rotundifolia;Vascular plants;2;2003
United Kingdom;Tithonia rotundifolia;Vascular plants;5;2020
Sea or Ocean;Tithonia rotundifolia;Vascular plants;1;2020
Belgium;Tolmiea menziesii;Vascular plants;39;2015
Germany;Tolmiea menziesii;Vascular plants;2;2009
Netherlands;Tolmiea menziesii;Vascular plants;4;2014
United Kingdom;Tolmiea menziesii;Vascular plants;49;2007
Sea or Ocean;Tolmiea menziesii;Vascular plants;4;2015
Belgium;Trachelium caeruleum;Vascular plants;23;2010
France;Trachelium caeruleum;Vascular plants;432;2016
Italy;Trachelium caeruleum;Vascular plants;234;2011
Netherlands;Trachelium caeruleum;Vascular plants;22;2008
Portugal;Trachelium caeruleum;Vascular plants;159;2006
Spain;Trachelium caeruleum;Vascular plants;835;2005
Switzerland;Trachelium caeruleum;Vascular plants;1;2020
United Kingdom;Trachelium caeruleum;Vascular plants;19;2018
Sea or Ocean;Trachelium caeruleum;Vascular plants;169;2012
Belgium;Trachycarpus fortunei;Vascular plants;46;2013
Croatia;Trachycarpus fortunei;Vascular plants;2;2018
France;Trachycarpus fortunei;Vascular plants;26;2018
Germany;Trachycarpus fortunei;Vascular plants;8;2017
Ireland;Trachycarpus fortunei;Vascular plants;1;2016
Italy;Trachycarpus fortunei;Vascular plants;217;2013
Liechtenstein;Trachycarpus fortunei;Vascular plants;1;2019
Netherlands;Trachycarpus fortunei;Vascular plants;14;2015
Portugal;Trachycarpus fortunei;Vascular plants;3;2016
Spain;Trachycarpus fortunei;Vascular plants;7;2017
Switzerland;Trachycarpus fortunei;Vascular plants;73;2000
Ukraine;Trachycarpus fortunei;Vascular plants;4;2008
United Kingdom;Trachycarpus fortunei;Vascular plants;6;2020
Sea or Ocean;Trachycarpus fortunei;Vascular plants;69;2012
Austria;Tradescantia andersoniana;Vascular plants;1;2020
Belarus;Tradescantia andersoniana;Vascular plants;4;2020
Czech Republic;Tradescantia andersoniana;Vascular plants;5;2019
Germany;Tradescantia andersoniana;Vascular plants;15;2012
Greece;Tradescantia andersoniana;Vascular plants;2;2019
Italy;Tradescantia andersoniana;Vascular plants;2;2021
Norway;Tradescantia andersoniana;Vascular plants;1;2019
Sea or Ocean;Tradescantia andersoniana;Vascular plants;2;2020
Belgium;Tradescantia fluminensis;Vascular plants;69;2007
Croatia;Tradescantia fluminensis;Vascular plants;2;2019
France;Tradescantia fluminensis;Vascular plants;29;2016
Greece;Tradescantia fluminensis;Vascular plants;31;2017
Italy;Tradescantia fluminensis;Vascular plants;390;2005
Netherlands;Tradescantia fluminensis;Vascular plants;34;2008
Portugal;Tradescantia fluminensis;Vascular plants;466;2005
Spain;Tradescantia fluminensis;Vascular plants;673;2011
Sweden;Tradescantia fluminensis;Vascular plants;3;1990
United Kingdom;Tradescantia fluminensis;Vascular plants;2;2006
Sea or Ocean;Tradescantia fluminensis;Vascular plants;298;2008
Italy;Tradescantia spathacea;Vascular plants;1;2018
Sweden;Tradescantia spathacea;Vascular plants;1;2004
Ukraine;Tradescantia spathacea;Vascular plants;2;2020
United Kingdom;Tradescantia spathacea;Vascular plants;2;2021
Sea or Ocean;Tradescantia spathacea;Vascular plants;6;2011
United Kingdom;Tragopogon mirabilis;Vascular plants;3;2018
Belgium;Trifolium michelianum;Vascular plants;2;2016
Italy;Trifolium michelianum;Vascular plants;2;2020
Sea or Ocean;Trifolium michelianum;Vascular plants;1;2019
Belgium;Trifolium nigrescens;Vascular plants;12;2016
France;Trifolium nigrescens;Vascular plants;11;2012
Germany;Trifolium nigrescens;Vascular plants;1;2015
Greece;Trifolium nigrescens;Vascular plants;14;2015
Italy;Trifolium nigrescens;Vascular plants;50;2013
Malta;Trifolium nigrescens;Vascular plants;1;2017
Netherlands;Trifolium nigrescens;Vascular plants;4;2018
Portugal;Trifolium nigrescens;Vascular plants;24;2020
Serbia;Trifolium nigrescens;Vascular plants;1;2015
Spain;Trifolium nigrescens;Vascular plants;16;2010
Sea or Ocean;Trifolium nigrescens;Vascular plants;93;2012
Belgium;Trifolium suffocatum;Vascular plants;26;2015
France;Trifolium suffocatum;Vascular plants;4;2012
Italy;Trifolium suffocatum;Vascular plants;4;2018
Netherlands;Trifolium suffocatum;Vascular plants;51;2017
Portugal;Trifolium suffocatum;Vascular plants;1;2021
Spain;Trifolium suffocatum;Vascular plants;1;2016
Sea or Ocean;Trifolium suffocatum;Vascular plants;130;2007
Belgium;Trifolium sylvaticum;Vascular plants;4;2016
France;Trifolium sylvaticum;Vascular plants;1;2020
Germany;Trifolium sylvaticum;Vascular plants;2;2012
Portugal;Trifolium sylvaticum;Vascular plants;1;2016
Spain;Trifolium sylvaticum;Vascular plants;6;2017
Sea or Ocean;Trifolium sylvaticum;Vascular plants;7;2017
Belgium;Tripleurospermum decipiens;Vascular plants;12;2011
Austria;Triticum aestivum;Vascular plants;248;2010
Belarus;Triticum aestivum;Vascular plants;31;2013
Belgium;Triticum aestivum;Vascular plants;807;2001
Bulgaria;Triticum aestivum;Vascular plants;1;2019
Croatia;Triticum aestivum;Vascular plants;9;2019
Czech Republic;Triticum aestivum;Vascular plants;358;2018
Denmark;Triticum aestivum;Vascular plants;63;2017
Estonia;Triticum aestivum;Vascular plants;4;2019
Finland;Triticum aestivum;Vascular plants;15;2017
France;Triticum aestivum;Vascular plants;1547;2004
Germany;Triticum aestivum;Vascular plants;4020;1998
Greece;Triticum aestivum;Vascular plants;2;2020
Hungary;Triticum aestivum;Vascular plants;16;2019
