"species";"Region";"LifeForm";"off_FirstRec";"count";"firstRec";"phylum";"class";"timeLag";"eu_status";"google";"scopus";"EASIN_Id";"Status";"TER";"FRW";"MAR";"EST";"habitat";"worst_100_world_ISSG";"worst_100_Europe_DAISIE";"mentioned_in_EU_quarantine_species";"partly_native";"obsEffort_LF";"ResearchEffort";"nOccTotSp";"obsInNeigborCountryBefore";"google_country_porc";"google_country_tot"
"Penthimiola bella";"Sea";"Insects";NA;4;2021;"Arthropoda";"Insecta";NA;"NO";0;12;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4284682;NA;16;FALSE;NA;NA
"Perca fluviatilis";"Austria";"Fishes";NA;83;2010;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";632;37;NA;NA;0;0
"Perca fluviatilis";"Belarus";"Fishes";NA;39;2010;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";125;1;NA;NA;0;0
"Perca fluviatilis";"Belgium";"Fishes";NA;663;1990;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";11216;483;NA;NA;0;0
"Perca fluviatilis";"Bulgaria";"Fishes";NA;2;2020;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";31;7;NA;NA;0;0
"Perca fluviatilis";"Croatia";"Fishes";NA;2;2020;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";776;19;NA;NA;0;0
"Perca fluviatilis";"Czech Republic";"Fishes";NA;95;1992;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";513;25;NA;NA;0;0
"Perca fluviatilis";"Denmark";"Fishes";NA;89;2011;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";619;15;NA;NA;0;0
"Perca fluviatilis";"Estonia";"Fishes";NA;6;2020;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";16;5;NA;NA;0;0
"Perca fluviatilis";"Finland";"Fishes";NA;169;2015;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";549;1;NA;NA;100;3352
"Perca fluviatilis";"France";"Fishes";NA;186;2011;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";3461;142;NA;NA;13;435.76
"Perca fluviatilis";"Germany";"Fishes";NA;970;1990;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";11322;48;NA;NA;38;1273.76
"Perca fluviatilis";"Greece";"Fishes";NA;3;2018;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";808;142;NA;NA;0;0
"Perca fluviatilis";"Hungary";"Fishes";NA;1;2018;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";68;17;NA;NA;0;0
"Perca fluviatilis";"Ireland";"Fishes";NA;3;2012;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";1183;13;NA;NA;0;0
"Perca fluviatilis";"Italy";"Fishes";NA;99;2005;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";3303;161;NA;NA;11;368.72
"Perca fluviatilis";"Latvia";"Fishes";NA;2;2018;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";27;6;NA;NA;0;0
"Perca fluviatilis";"Lithuania";"Fishes";NA;121;2013;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";276;4;NA;NA;0;0
"Perca fluviatilis";"Luxembourg";"Fishes";NA;3;2019;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";57;1;NA;NA;0;0
"Perca fluviatilis";"Moldova";"Fishes";NA;2;2021;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";11;1;NA;NA;0;0
"Perca fluviatilis";"Montenegro";"Fishes";NA;1;2018;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";130;2;NA;NA;0;0
"Perca fluviatilis";"Netherlands";"Fishes";NA;11305;1990;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";118551;29;NA;NA;0;0
"Perca fluviatilis";"Norway";"Fishes";NA;476;1990;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";8580;75;NA;NA;0;0
"Perca fluviatilis";"Poland";"Fishes";NA;45;2007;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";237;16;NA;NA;43;1441.36
"Perca fluviatilis";"Portugal";"Fishes";2015;NA;NA;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";1038;81;NA;FALSE;0;0
"Perca fluviatilis";"Romania";"Fishes";NA;4;2015;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";47;3;NA;NA;0;0
"Perca fluviatilis";"Sea";"Fishes";NA;1891;1990;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";108334;NA;NA;FALSE;NA;NA
"Perca fluviatilis";"Serbia";"Fishes";NA;10;2003;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";55;38;NA;NA;0;0
"Perca fluviatilis";"Slovakia";"Fishes";NA;10;2016;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";82;19;NA;NA;0;0
"Perca fluviatilis";"Slovenia";"Fishes";NA;13;2010;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";279;46;NA;NA;0;0
"Perca fluviatilis";"Spain";"Fishes";NA;3;2019;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";1622;113;NA;NA;63;2111.76
"Perca fluviatilis";"Sweden";"Fishes";NA;104;1997;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";265;25;NA;NA;81;2715.12
"Perca fluviatilis";"Switzerland";"Fishes";NA;50;2010;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";307;11;NA;NA;48;1608.96
"Perca fluviatilis";"Ukraine";"Fishes";NA;51;2006;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";252;6;NA;NA;0;0
"Perca fluviatilis";"United Kingdom";"Fishes";NA;139;1999;"Chordata";"Actinopterygii";NA;"NO";3352;16999;NA;NA;0;1;0;0;"Freshwater";"NO";"NO";"NO";"YES";24282;99;NA;NA;0;0
"Percnon gibbesi";"France";"Crustaceans";2014;2;2019;"Arthropoda";"Malacostraca";5;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";2863;142;278;TRUE;0;0
"Percnon gibbesi";"Greece";"Crustaceans";NA;24;2005;"Arthropoda";"Malacostraca";NA;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";372;142;278;FALSE;0;0
"Percnon gibbesi";"Italy";"Crustaceans";NA;32;2007;"Arthropoda";"Malacostraca";NA;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";1267;161;278;NA;100;2756
"Percnon gibbesi";"Malta";"Crustaceans";NA;4;2008;"Arthropoda";"Malacostraca";NA;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";9;5;278;FALSE;0;0
"Percnon gibbesi";"Sea";"Crustaceans";NA;199;2004;"Arthropoda";"Malacostraca";NA;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";70968;NA;278;FALSE;NA;NA
"Percnon gibbesi";"Spain";"Crustaceans";NA;17;2018;"Arthropoda";"Malacostraca";NA;"NO";2756;231;"R11035";"A";0;0;1;0;"Marine";"NO";"YES";"NO";"NO";1004;113;278;NA;86;2370.16
"Perinereis linea";"Spain";"Invertebrates (excl. Arthropods, Molluscs)";2012;NA;NA;"Annelida";"Polychaeta";NA;"NO";0;33;NA;NA;0;0;1;0;"Marine";"NO";"NO";"NO";"NO";494;113;NA;FALSE;0;0
"Periploca graeca";"Albania";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2476;54;NA;NA;0;0
"Periploca graeca";"Bulgaria";"Vascular plants";NA;4;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";14218;7;NA;NA;0;0
"Periploca graeca";"France";"Vascular plants";NA;53;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;NA;NA;0;0
"Periploca graeca";"Greece";"Vascular plants";NA;18;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;142;NA;NA;0;0
"Periploca graeca";"Italy";"Vascular plants";NA;35;2002;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;161;NA;NA;100;1583
"Periploca graeca";"Macedonia";"Vascular plants";NA;1;2011;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2784;2;NA;NA;0;0
"Periploca graeca";"Romania";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";31057;3;NA;NA;0;0
"Periploca graeca";"Sea";"Vascular plants";NA;186;2008;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;NA;FALSE;NA;NA
"Periploca graeca";"Slovenia";"Vascular plants";2010;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";38312;46;NA;TRUE;0;0
"Periploca graeca";"Spain";"Vascular plants";NA;4;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;113;NA;NA;0;0
"Periploca graeca";"Ukraine";"Vascular plants";NA;6;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";1583;98;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;6;NA;NA;0;0
"Perovskia abrotanoides";"Austria";"Vascular plants";2016;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";1351;450;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;37;NA;TRUE;0;0
"Perovskia abrotanoides";"Belgium";"Vascular plants";2010;1;2019;"Tracheophyta";"Magnoliopsida";9;"NO";1351;450;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;NA;FALSE;0;0
"Perovskia abrotanoides";"Germany";"Vascular plants";NA;1;2013;"Tracheophyta";"Magnoliopsida";NA;"NO";1351;450;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;NA;NA;100;1351
"Perovskia abrotanoides x Perovskia atriplicifolia";"Belgium";"Vascular plants";NA;14;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";0;40;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;NA;FALSE;0;0
"Perovskia abrotanoides x Perovskia atriplicifolia";"Italy";"Vascular plants";2013;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";0;40;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;NA;FALSE;0;0
"Perovskia abrotanoides x Perovskia atriplicifolia";"Sea";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";0;40;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;NA;FALSE;NA;NA
"Perovskia atriplicifolia";"Austria";"Vascular plants";2017;1;2019;"Tracheophyta";"Magnoliopsida";2;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;37;236;FALSE;0;0
"Perovskia atriplicifolia";"Belgium";"Vascular plants";NA;14;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;236;NA;89;5597.21
"Perovskia atriplicifolia";"Czech Republic";"Vascular plants";NA;19;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;236;NA;100;6289
"Perovskia atriplicifolia";"France";"Vascular plants";2010;77;2017;"Tracheophyta";"Magnoliopsida";7;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;236;TRUE;37;2326.93
"Perovskia atriplicifolia";"Germany";"Vascular plants";NA;26;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;236;NA;19;1194.91
"Perovskia atriplicifolia";"Ireland";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";26889;13;236;NA;0;0
"Perovskia atriplicifolia";"Italy";"Vascular plants";NA;10;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;236;NA;14;880.46
"Perovskia atriplicifolia";"Luxembourg";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";37577;1;236;NA;0;0
"Perovskia atriplicifolia";"Netherlands";"Vascular plants";NA;31;2006;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;236;NA;62;3899.18
"Perovskia atriplicifolia";"Poland";"Vascular plants";NA;3;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;16;236;NA;9;566.01
"Perovskia atriplicifolia";"Sea";"Vascular plants";NA;20;2017;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;236;FALSE;NA;NA
"Perovskia atriplicifolia";"Spain";"Vascular plants";NA;4;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;113;236;NA;0;0
"Perovskia atriplicifolia";"Switzerland";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;236;NA;68;4276.52
"Perovskia atriplicifolia";"Ukraine";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;6;236;NA;0;0
"Perovskia atriplicifolia";"United Kingdom";"Vascular plants";NA;24;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";6289;256;"R11121";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;236;NA;10;628.9
"Persea americana";"Belgium";"Vascular plants";2017;7;2014;"Tracheophyta";"Magnoliopsida";-3;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;108;TRUE;0;0
"Persea americana";"France";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";3156527;142;108;NA;3;257.04
"Persea americana";"Germany";"Vascular plants";NA;3;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;108;NA;2;171.36
"Persea americana";"Italy";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";967299;161;108;NA;5;428.4
"Persea americana";"Netherlands";"Vascular plants";NA;5;2015;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4472543;29;108;NA;0;0
"Persea americana";"Portugal";"Vascular plants";NA;7;2012;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";107614;81;108;NA;31;2656.08
"Persea americana";"Sea";"Vascular plants";NA;21;2002;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;108;FALSE;NA;NA
"Persea americana";"Slovakia";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;108;NA;0;0
"Persea americana";"Spain";"Vascular plants";NA;16;2009;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";713438;113;108;NA;14;1199.52
"Persea americana";"Sweden";"Vascular plants";NA;42;1996;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;25;108;FALSE;3;257.04
"Persea americana";"Ukraine";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";146355;6;108;NA;0;0
"Persea americana";"United Kingdom";"Vascular plants";NA;2;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";8568;9473;"R11122";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;108;NA;2;171.36
"Persicaria nepalensis";"Belgium";"Vascular plants";2010;27;2010;"Tracheophyta";"Magnoliopsida";0;"NO";0;44;"R18204";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;30;FALSE;0;0
"Persicaria nepalensis";"Germany";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";0;44;"R18204";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;30;NA;0;0
"Petrosedum sediforme";"Belgium";"Vascular plants";2013;1;2020;"Tracheophyta";"Magnoliopsida";7;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";1132699;483;2119;TRUE;0;0
"Petrosedum sediforme";"Croatia";"Vascular plants";NA;6;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";40792;19;2119;FALSE;0;0
"Petrosedum sediforme";"France";"Vascular plants";NA;313;2005;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";3156527;142;2119;NA;0;0
"Petrosedum sediforme";"Germany";"Vascular plants";NA;1;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";2829627;48;2119;NA;0;0
"Petrosedum sediforme";"Greece";"Vascular plants";NA;34;2014;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";46853;142;2119;FALSE;0;0
"Petrosedum sediforme";"Italy";"Vascular plants";NA;24;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";967299;161;2119;NA;0;0
"Petrosedum sediforme";"Malta";"Vascular plants";NA;2;2010;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";632;5;2119;FALSE;0;0
"Petrosedum sediforme";"Portugal";"Vascular plants";NA;265;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";107614;81;2119;NA;0;0
"Petrosedum sediforme";"Sea";"Vascular plants";NA;681;2007;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";4202690;NA;2119;FALSE;NA;NA
"Petrosedum sediforme";"Spain";"Vascular plants";NA;790;1998;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";713438;113;2119;NA;0;0
"Petrosedum sediforme";"Ukraine";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";0;8;NA;NA;1;0;0;0;"Terrestrial";"NO";"NO";"NO";"YES";146355;6;2119;FALSE;0;0
"Phacelia campanularia";"Austria";"Vascular plants";NA;7;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;37;81;NA;0;0
"Phacelia campanularia";"Belarus";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46462;1;81;NA;0;0
"Phacelia campanularia";"Belgium";"Vascular plants";2012;3;2012;"Tracheophyta";"Magnoliopsida";0;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;81;FALSE;0;0
"Phacelia campanularia";"Czech Republic";"Vascular plants";NA;10;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;81;NA;0;0
"Phacelia campanularia";"Finland";"Vascular plants";NA;1;2021;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";81315;1;81;NA;0;0
"Phacelia campanularia";"Germany";"Vascular plants";NA;5;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2829627;48;81;NA;21;395.43
"Phacelia campanularia";"Norway";"Vascular plants";NA;2;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1755502;75;81;NA;0;0
"Phacelia campanularia";"Poland";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";147169;16;81;NA;0;0
"Phacelia campanularia";"Sea";"Vascular plants";NA;16;2000;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";4202690;NA;81;FALSE;NA;NA
"Phacelia campanularia";"Slovakia";"Vascular plants";NA;1;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";84761;19;81;NA;0;0
"Phacelia campanularia";"Sweden";"Vascular plants";NA;27;1997;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";7997425;25;81;NA;0;0
"Phacelia campanularia";"Switzerland";"Vascular plants";NA;2;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";453426;11;81;NA;0;0
"Phacelia campanularia";"United Kingdom";"Vascular plants";NA;5;2019;"Tracheophyta";"Magnoliopsida";NA;"NO";1883;59;"R11188";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";729813;99;81;FALSE;48;903.84
"Phaseolus vulgaris";"Albania";"Vascular plants";2011;NA;NA;"Tracheophyta";"Magnoliopsida";NA;"NO";10339;114568;"R11236";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";2476;54;NA;FALSE;0;0
"Phaseolus vulgaris";"Austria";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";10339;114568;"R11236";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";405467;37;NA;NA;0;0
"Phaseolus vulgaris";"Belarus";"Vascular plants";NA;3;2020;"Tracheophyta";"Magnoliopsida";NA;"NO";10339;114568;"R11236";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";46462;1;NA;NA;0;0
"Phaseolus vulgaris";"Belgium";"Vascular plants";NA;4;2016;"Tracheophyta";"Magnoliopsida";NA;"NO";10339;114568;"R11236";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";1132699;483;NA;NA;0;0
"Phaseolus vulgaris";"Czech Republic";"Vascular plants";NA;25;2018;"Tracheophyta";"Magnoliopsida";NA;"NO";10339;114568;"R11236";"A";1;0;0;0;"Terrestrial";"NO";"NO";"NO";"NO";391053;25;NA;NA;0;0
