"species";"LifeForm";"Region";"off_FirstRec"
"Syagrus romanzoffiana";"Vascular plants";"Italy";2016
"Thuja plicata";"Vascular plants";"Italy";2019
"Tulbaghia violacea";"Vascular plants";"Italy";2015
"Youngia japonica";"Vascular plants";"Italy";2015
"Erysiphe corylacearum";"Fungi";"Italy";2020
"Eutypella parasitica";"Fungi";"Italy";2016
"Dikerogammarus villosus";"Crustaceans";"Latvia";2015
"Gammarus tigrinus";"Crustaceans";"Latvia";2011
"Rhithropanopeus harrisii";"Crustaceans";"Latvia";2013
"Sinelobus stanfordi";"Crustaceans";"Latvia";2015
"Boccardiella ligerica";"Invertebrates (excl. Arthropods, Molluscs)";"Latvia";2014
"Mytilopsis leucophaeata";"Molluscs";"Latvia";2015
"Cydalima perspectalis";"Insects";"Liechtenstein";2010
"Dikerogammarus villosus";"Crustaceans";"Lithuania";2015
"Evadne anonyx";"Crustaceans";"Lithuania";2011
"Rangia cuneata";"Molluscs";"Lithuania";2013
"Castor canadensis";"Mammals";"Luxembourg";2010
"Achelia sawayai";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Malta";2016
"Protopulvinaria pyriformis";"Insects";"Malta";2011
"Trichopoda pennipes";"Insects";"Malta";2016
"Leptoglossus occidentalis";"Insects";"Moldova";2010
"Aleurocanthus spiniferus";"Insects";"Montenegro";2013
"Drosophila suzukii";"Insects";"Montenegro";2014
"Caulacanthus okamurae";"Algae";"Netherlands";2018
"Ceramium botryocarpum";"Algae";"Netherlands";2011
"Ceramium tenuicorne";"Algae";"Netherlands";2011
"Gelidium vagum";"Algae";"Netherlands";2010
"Ulvaria splendens";"Algae";"Netherlands";2018
"Ammothea hilgendorfi";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Netherlands";2013
"Biflustra grandicella";"Bryozoa";"Netherlands";2016
"Homarus americanus";"Crustaceans";"Netherlands";2010
"Monocorophium uenoi";"Crustaceans";"Netherlands";2013
"Zeuxo holdichi";"Crustaceans";"Netherlands";2012
"Cryptostroma corticale";"Fungi";"Netherlands";2013
"Aedes aegypti";"Insects";"Netherlands";2010
"Anoplophora glabripennis";"Insects";"Netherlands";2012
"Anthonomus eugenii";"Insects";"Netherlands";2012
"Drosophila suzukii";"Insects";"Netherlands";2012
"Dryocosmus kuriphilus";"Insects";"Netherlands";2010
"Leptoglossus occidentalis";"Insects";"Netherlands";2010
"Thrips setosus";"Insects";"Netherlands";2014
"Blackfordia virginica";"Invertebrates (excl. Arthropods, Molluscs)";"Netherlands";2014
"Boccardia proboscidea";"Invertebrates (excl. Arthropods, Molluscs)";"Netherlands";2013
"Haliclystus salpinx";"Invertebrates (excl. Arthropods, Molluscs)";"Netherlands";2010
"Polydora websteri";"Invertebrates (excl. Arthropods, Molluscs)";"Netherlands";2017
"Mulinia lateralis";"Molluscs";"Netherlands";2018
"Yoldia limatula";"Molluscs";"Netherlands";2019
"Acizzia solanicola";"Insects";"New Zealand";2012
"Aridelus rufotestaceus";"Insects";"New Zealand";2013
"Austropsocus viridis";"Insects";"New Zealand";2011
"Blaste lignicola";"Insects";"New Zealand";2011
"Cartomothrips browni";"Insects";"New Zealand";2011
"Casuarinicola australis";"Insects";"New Zealand";2013
"Cheiloneurus flaccus";"Insects";"New Zealand";2013
"Clematostigma maculiceps";"Insects";"New Zealand";2011
"Ctenoplusia limbirena";"Insects";"New Zealand";2011
"Eukoebelea australiensis";"Insects";"New Zealand";2013
"Exomias pellucidus";"Insects";"New Zealand";2010
"Hemiodoecus leai";"Insects";"New Zealand";2011
"Henosepilachna vigintioctopunctata";"Insects";"New Zealand";2010
"Hylaeus euxanthus";"Insects";"New Zealand";2014
"Lobocaecilius monicus";"Insects";"New Zealand";2011
"Neopinnaspis harperi";"Insects";"New Zealand";2012
"Neurogalesus militis";"Insects";"New Zealand";2012
"Paropsisterna beata";"Insects";"New Zealand";2012
"Phellopsylla formicosa";"Insects";"New Zealand";2014
"Pieris brassicae";"Insects";"New Zealand";2010
"Rhyzobius lophanthae";"Insects";"New Zealand";2014
"Sapintus argenteofasciatus";"Insects";"New Zealand";2010
"Scutellista caerulea";"Insects";"New Zealand";2013
"Thaumastocoris peregrinus";"Insects";"New Zealand";2012
"Tinocallis ulmiparvifoliae";"Insects";"New Zealand";2013
"Tuberolachnus salignus";"Insects";"New Zealand";2013
"Cheilanthes viridis";"Vascular plants";"New Zealand";2010
"Crassula natans";"Vascular plants";"New Zealand";2011
"Dennstaedtia samoensis";"Vascular plants";"New Zealand";2011
"Epilobium hirsutum";"Vascular plants";"New Zealand";2018
"Nephrolepis exaltata";"Vascular plants";"New Zealand";2014
"Pinus monticola";"Vascular plants";"New Zealand";2016
"Pinus uncinata";"Vascular plants";"New Zealand";2015
"Pteris vittata";"Vascular plants";"New Zealand";2010
"Bidens frondosa";"Vascular plants";"Macedonia";2018
"Helianthus tuberosus";"Vascular plants";"Macedonia";2016
"Anotrichium furcellatum";"Algae";"Norway";2011
"Ceramium sungminbooi";"Algae";"Norway";2016
"Gracilaria vermiculophylla";"Algae";"Norway";2012
"Ammothea hilgendorfi";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Norway";2016
"Schizoporella japonica";"Bryozoa";"Norway";2010
"Callinectes sapidus";"Crustaceans";"Norway";2012
"Cancer pagurus";"Crustaceans";"Norway";2014
"Crangon crangon";"Crustaceans";"Norway";2012
"Rhithropanopeus harrisii";"Crustaceans";"Norway";2010
"Aureoboletus projectellus";"Fungi";"Norway";2010
"Calonectria pseudonaviculata";"Fungi";"Norway";2010
"Lecanosticta acicola";"Fungi";"Norway";2014
"Panaeolus cyanescens";"Fungi";"Norway";2014
"Atomaria scutellaris";"Insects";"Norway";2015
"Bembidion clarkii";"Insects";"Norway";2010
"Chromaphis juglandicola";"Insects";"Norway";2010
"Clambus simsoni";"Insects";"Norway";2010
"Coccura suwakoensis";"Insects";"Norway";2012
"Corticarina cavicollis";"Insects";"Norway";2010
"Cupressatia siskiyou";"Insects";"Norway";2012
"Diabrotica virgifera";"Insects";"Norway";2014
"Gonocerus acuteangulatus";"Insects";"Norway";2012
"Graphocephala fennahi";"Insects";"Norway";2010
"Holoparamecus niger";"Insects";"Norway";2010
"Lasius alienus";"Insects";"Norway";2010
"Melanophthalma fuscipennis";"Insects";"Norway";2010
"Plagiolepis vindobonensis";"Insects";"Norway";2010
"Pleurophorus caesus";"Insects";"Norway";2010
"Rabigus pullus";"Insects";"Norway";2010
"Stricticollis tobias";"Insects";"Norway";2010
"Trixagus atticus";"Insects";"Norway";2010
"Trotomma pubescens";"Insects";"Norway";2010
"Zyginella pulchra";"Insects";"Norway";2010
"Angiostrongylus vasorum";"Invertebrates (excl. Arthropods, Molluscs)";"Norway";2016
"Camelostrongylus mentulatus";"Invertebrates (excl. Arthropods, Molluscs)";"Norway";2011
"Gracilechinus acutus";"Invertebrates (excl. Arthropods, Molluscs)";"Norway";2017
"Pachycordyle michaeli";"Invertebrates (excl. Arthropods, Molluscs)";"Norway";2014
"Ostrea chilensis";"Molluscs";"Norway";2017
"Abies veitchii";"Vascular plants";"Norway";2012
"Acer palmatum";"Vascular plants";"Norway";2015
"Acer pseudosieboldianum";"Vascular plants";"Norway";2017
"Aquilegia chrysantha";"Vascular plants";"Norway";2017
"Berberis ottawensis";"Vascular plants";"Norway";2015
"Calocedrus decurrens";"Vascular plants";"Norway";2017
"Corylus maxima";"Vascular plants";"Norway";2016
"Cotinus coggygria";"Vascular plants";"Norway";2010
"Cuscuta monogyna";"Vascular plants";"Norway";2010
"Euonymus fortunei";"Vascular plants";"Norway";2010
"Gladiolus imbricatus";"Vascular plants";"Norway";2013
"Lobelia inflata";"Vascular plants";"Norway";2011
"Lobelia kalmii";"Vascular plants";"Norway";2011
"Magnolia sieboldii";"Vascular plants";"Norway";2013
"Malus moerlandsii";"Vascular plants";"Norway";2016
"Malus purpurea";"Vascular plants";"Norway";2012
"Neillia sinensis";"Vascular plants";"Norway";2011
"Oenothera lindheimeri";"Vascular plants";"Norway";2010
"Paeonia suffruticosa";"Vascular plants";"Norway";2017
"Phyteuma spicatum";"Vascular plants";"Norway";2012
"Phytolacca acinosa";"Vascular plants";"Norway";2010
"Polypogon viridis";"Vascular plants";"Norway";2015
"Ribes petraeum";"Vascular plants";"Norway";2011
"Salix lucida";"Vascular plants";"Norway";2014
"Salix pendulina";"Vascular plants";"Norway";2013
"Salvia divinorum";"Vascular plants";"Norway";2014
"Salvia elegans";"Vascular plants";"Norway";2012
"Salvia patens";"Vascular plants";"Norway";2012
"Sasa palmata";"Vascular plants";"Norway";2017
"Silene conica";"Vascular plants";"Norway";2013
"Stranvaesia davidiana";"Vascular plants";"Norway";2016
"Symphoricarpos chenaultii";"Vascular plants";"Norway";2015
"Syringa reticulata";"Vascular plants";"Norway";2013
"Tsuga mertensiana";"Vascular plants";"Norway";2012
"Wisteria sinensis";"Vascular plants";"Norway";2010
"Callinectes sapidus";"Crustaceans";"Poland";2018
"Chelicorophium robustum";"Crustaceans";"Poland";2018
"Melita nitida";"Crustaceans";"Poland";2014
"Palaemon longirostris";"Crustaceans";"Poland";2018
"Palaemon macrodactylus";"Crustaceans";"Poland";2014
"Sinelobus vanhaareni";"Crustaceans";"Poland";2014
"Eutypella parasitica";"Fungi";"Poland";2015
"Callopistromyia annulipes";"Insects";"Poland";2018
"Daktulosphaira vitifoliae";"Insects";"Poland";2011
"Luperomorpha xanthodera";"Insects";"Poland";2012
"Hypania invalida";"Invertebrates (excl. Arthropods, Molluscs)";"Poland";2010
"Limnodrilus cervix";"Invertebrates (excl. Arthropods, Molluscs)";"Poland";2010
"Potamothrix hammoniensis";"Invertebrates (excl. Arthropods, Molluscs)";"Poland";2010
"Sus scrofa";"Mammals";"Poland";2013
"Dreissena bugensis";"Molluscs";"Poland";2011
"Mytilopsis leucophaeata";"Molluscs";"Poland";2010
"Rangia cuneata";"Molluscs";"Poland";2011
"Xylella fastidiosa";"Bacteria and protozoans";"Portugal";2018
"Acridotheres ginginianus";"Birds";"Portugal";2010
"Amazona amazonica";"Birds";"Portugal";2012
"Anas flavirostris";"Birds";"Portugal";2010
"Chenonetta jubata";"Birds";"Portugal";2013
"Corvus albus";"Birds";"Portugal";2015
"Cygnus melancoryphus";"Birds";"Portugal";2014
"Haliaeetus leucocephalus";"Birds";"Portugal";2018
"Lonchura oryzivora";"Birds";"Portugal";2010
"Netta peposaca";"Birds";"Portugal";2013
"Psittacus erithacus";"Birds";"Portugal";2014
"Bugulina simplex";"Bryozoa";"Portugal";2013
"Celleporaria brunnea";"Bryozoa";"Portugal";2012
"Celleporaria inaudita";"Bryozoa";"Portugal";2014
"Parasmittina alba";"Bryozoa";"Portugal";2014
"Parasmittina multiaviculata";"Bryozoa";"Portugal";2014
"Parasmittina protecta";"Bryozoa";"Portugal";2010
"Reptadeonella violacea";"Bryozoa";"Portugal";2012
"Schizoporella errata";"Bryozoa";"Portugal";2013
"Schizoporella pungens";"Bryozoa";"Portugal";2010
"Bosmina coregoni";"Crustaceans";"Portugal";2014
"Caprella scaura";"Crustaceans";"Portugal";2015
"Crangonyx pseudogracilis";"Crustaceans";"Portugal";2011
"Dyspanopeus sayi";"Crustaceans";"Portugal";2018
"Megabalanus tintinnabulum";"Crustaceans";"Portugal";2016
"Paracerceis sculpta";"Crustaceans";"Portugal";2014
"Solidobalanus fallax";"Crustaceans";"Portugal";2015
"Puccinia hemerocallidis";"Fungi";"Portugal";2015
"Acizzia jamatonica";"Insects";"Portugal";2011
"Aedes albopictus";"Insects";"Portugal";2017
"Ambrosiodmus rubricollis";"Insects";"Portugal";2018
"Appendiseta robiniae";"Insects";"Portugal";2011
"Blastopsylla occidentalis";"Insects";"Portugal";2011
"Bruchidius raddianae";"Insects";"Portugal";2019
"Dasineura gleditchiae";"Insects";"Portugal";2011
"Drosophila suzukii";"Insects";"Portugal";2012
"Dryocosmus kuriphilus";"Insects";"Portugal";2014
"Epichrysocharis burwelli";"Insects";"Portugal";2015
"Hercinothrips dimidiatus";"Insects";"Portugal";2014
"Illinoia liriodendri";"Insects";"Portugal";2011
"Leptoglossus occidentalis";"Insects";"Portugal";2010
"Macrohomotoma gladiata";"Insects";"Portugal";2020
"Obolodiplosis robiniae";"Insects";"Portugal";2011
"Penthimiola bella";"Insects";"Portugal";2012
"Phenolia limbata";"Insects";"Portugal";2012
"Phytoliriomyza jacarandae";"Insects";"Portugal";2011
"Psyllaephagus bliteus";"Insects";"Portugal";2012
"Sarucallis kahawaluokalani";"Insects";"Portugal";2011
"Sophonia orientalis";"Insects";"Portugal";2018
"Stenopelmus rufinasus";"Insects";"Portugal";2011
"Thaumastocoris peregrinus";"Insects";"Portugal";2012
"Vespa velutina";"Insects";"Portugal";2011
"Branchiomma bairdi";"Invertebrates (excl. Arthropods, Molluscs)";"Portugal";2013
"Dactylogyrus anchoratus";"Invertebrates (excl. Arthropods, Molluscs)";"Portugal";2016
"Ficopomatus enigmaticus";"Invertebrates (excl. Arthropods, Molluscs)";"Portugal";2016
"Mycale senegalensis";"Invertebrates (excl. Arthropods, Molluscs)";"Portugal";2010
"Mya arenaria";"Molluscs";"Portugal";2010
"Tenellia adspersa";"Molluscs";"Portugal";2016
"Abutilon grandifolium";"Vascular plants";"Portugal";2010
"Bauhinia variegata";"Vascular plants";"Portugal";2011
"Berberis julianae";"Vascular plants";"Portugal";2011
"Callirhoe involucrata";"Vascular plants";"Portugal";2011
"Campsis radicans";"Vascular plants";"Portugal";2010
"Commelina communis";"Vascular plants";"Portugal";2011
"Gnaphalium simplicicaule";"Vascular plants";"Portugal";2011
"Hippophae rhamnoides";"Vascular plants";"Portugal";2011
"Leucaena leucocephala";"Vascular plants";"Portugal";2011
"Lophiolepis scabra";"Vascular plants";"Portugal";2011
"Microlepia platyphylla";"Vascular plants";"Portugal";2017
"Nemophila maculata";"Vascular plants";"Portugal";2011
"Pavonia sepium";"Vascular plants";"Portugal";2011
"Pelargonium ranunculophyllum";"Vascular plants";"Portugal";2011
"Platycerium bifurcatum";"Vascular plants";"Portugal";2017
"Pterocarya fraxinifolia";"Vascular plants";"Portugal";2011
"Rubus laciniatus";"Vascular plants";"Portugal";2010
"Solanum wendlandii";"Vascular plants";"Portugal";2011
"Corythucha arcuata";"Insects";"Romania";2016
"Cydalima perspectalis";"Insects";"Romania";2011
"Streblospio gynobranchiata";"Invertebrates (excl. Arthropods, Molluscs)";"Romania";2011
"Bryobia graminum";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2013
"Eotetranychus aceri";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2013
"Eotetranychus fraxini";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2015
"Eotetranychus pruni";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2015
"Oxidus gracilis";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2015
"Panonychus citri";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2013
"Tetranychus evansi";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Serbia";2013
"Acanalonia conica";"Insects";"Serbia";2019
"Acrosternum heegeri";"Insects";"Serbia";2013
"Aedes japonicus";"Insects";"Serbia";2018
"Aphidius ericaphidis";"Insects";"Serbia";2015
"Aproceros leucopoda";"Insects";"Serbia";2012
"Arboridia kakogawana";"Insects";"Serbia";2020
"Belonochilus numenius";"Insects";"Serbia";2011
"Bruchidius siliquastri";"Insects";"Serbia";2011
"Cacyreus marshalli";"Insects";"Serbia";2020
"Callidiellum rufipennis";"Insects";"Serbia";2012
"Corythucha arcuata";"Insects";"Serbia";2013
"Cydalima perspectalis";"Insects";"Serbia";2014
"Drepanaphis acerifoliae";"Insects";"Serbia";2019
"Drosophila suzukii";"Insects";"Serbia";2014
"Erasmoneura vulnerata";"Insects";"Serbia";2019
"Ericaphis scammelli";"Insects";"Serbia";2015
"Halyomorpha halys";"Insects";"Serbia";2015
"Hierodula tenuidentata";"Insects";"Serbia";2020
"Illinoia liriodendri";"Insects";"Serbia";2015
"Isodontia mexicana";"Insects";"Serbia";2010
"Lamprodila festiva";"Insects";"Serbia";2014
"Lysiphlebus testaceipes";"Insects";"Serbia";2013
"Megabruchidius tonkineus";"Insects";"Serbia";2011
"Neodryinus typhlocybae";"Insects";"Serbia";2012
"Ophraella communa";"Insects";"Serbia";2020
"Orientus ishidae";"Insects";"Serbia";2019
"Phyllocnistis vitegenella";"Insects";"Serbia";2019
"Phyllonorycter issikii";"Insects";"Serbia";2013
"Takecallis arundicolens";"Insects";"Serbia";2014
"Tautoneura polymitusa";"Insects";"Serbia";2017
"Tinocallis takachihoensis";"Insects";"Serbia";2017
"Trichosiphonaphis polygonifoliae";"Insects";"Serbia";2010
"Wahlgreniella nervata";"Insects";"Serbia";2012
"Ambigolimax valentianus";"Molluscs";"Serbia";2010
"Bidens connata";"Vascular plants";"Serbia";2014
"Bidens subalternans";"Vascular plants";"Serbia";2014
"Datura innoxia";"Vascular plants";"Serbia";2013
"Eclipta prostrata";"Vascular plants";"Serbia";2016
"Heracleum sosnowskyi";"Vascular plants";"Serbia";2016
"Heteranthera zosterifolia";"Vascular plants";"Serbia";2016
"Lemna minuta";"Vascular plants";"Serbia";2016
"Ludwigia repens";"Vascular plants";"Serbia";2011
"Reynoutria sachalinensis";"Vascular plants";"Serbia";2010
"Rotala rotundifolia";"Vascular plants";"Serbia";2016
"Symphyotrichum novae-angliae";"Vascular plants";"Serbia";2010
"Cryptostroma corticale";"Fungi";"Slovakia";2017
"Callopistromyia annulipes";"Insects";"Slovakia";2014
"Corythucha arcuata";"Insects";"Slovakia";2018
"Cydalima perspectalis";"Insects";"Slovakia";2011
"Drosophila suzukii";"Insects";"Slovakia";2014
"Alisma subcordatum";"Vascular plants";"Slovakia";2017
"Allium stipitatum";"Vascular plants";"Slovakia";2011
"Artemisia verlotiorum";"Vascular plants";"Slovakia";2013
"Campsis radicans";"Vascular plants";"Slovakia";2010
"Claytonia perfoliata";"Vascular plants";"Slovakia";2010
"Dasiphora fruticosa";"Vascular plants";"Slovakia";2010
"Dianthus gratianopolitanus";"Vascular plants";"Slovakia";2010
"Euphorbia davidii";"Vascular plants";"Slovakia";2012
"Ludwigia repens";"Vascular plants";"Slovakia";2017
"Muscari armeniacum";"Vascular plants";"Slovakia";2010
"Nepeta racemosa";"Vascular plants";"Slovakia";2010
"Sagittaria latifolia";"Vascular plants";"Slovakia";2013
"Spiraea japonica";"Vascular plants";"Slovakia";2010
"Vallisneria spiralis";"Vascular plants";"Slovakia";2011
"Aceria kuko";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Slovenia";2012
"Aponychus corpuzae";"Arthropods p.p. (Myriapods, Diplopods etc.)";"Slovenia";2012
"Anas bahamensis";"Birds";"Slovenia";2015
"Numida meleagris";"Birds";"Slovenia";2013
"Parabuteo unicinctus";"Birds";"Slovenia";2015
"Platycercus elegans";"Birds";"Slovenia";2012
"Psittacula eupatria";"Birds";"Slovenia";2015
"Pycnonotus barbatus";"Birds";"Slovenia";2013
"Sibirionetta formosa";"Birds";"Slovenia";2011
"Spatula hottentota";"Birds";"Slovenia";2010
"Spilopelia chinensis";"Birds";"Slovenia";2014
"Taeniopygia guttata";"Birds";"Slovenia";2017
"Acanalonia conica";"Insects";"Slovenia";2017
"Aedes japonicus";"Insects";"Slovenia";2010
"Aleuroclava aucubae";"Insects";"Slovenia";2011
"Ambrosiodmus rubricollis";"Insects";"Slovenia";2017
"Aproceros leucopoda";"Insects";"Slovenia";2011
"Cacopsylla fulguralis";"Insects";"Slovenia";2015
"Ceroplastes ceriferus";"Insects";"Slovenia";2011
"Chymomyza amoena";"Insects";"Slovenia";2012
"Corythucha arcuata";"Insects";"Slovenia";2016
"Cydalima perspectalis";"Insects";"Slovenia";2011
"Dasineura gleditchiae";"Insects";"Slovenia";2010
"Dichromothrips corbetti";"Insects";"Slovenia";2011
"Drosophila suzukii";"Insects";"Slovenia";2010
"Epitrix hirtipennis";"Insects";"Slovenia";2015
"Euxesta notata";"Insects";"Slovenia";2015
"Halyomorpha halys";"Insects";"Slovenia";2017
"Hishimonus hamatus";"Insects";"Slovenia";2013
"Nematus tibialis";"Insects";"Slovenia";2017
"Ophiomyia kwansonis";"Insects";"Slovenia";2011
"Pealius azaleae";"Insects";"Slovenia";2011
"Prociphilus fraxinifolii";"Insects";"Slovenia";2015
"Tautoneura polymitusa";"Insects";"Slovenia";2017
"Torymus sinensis";"Insects";"Slovenia";2013
"Xyleborus atratus";"Insects";"Slovenia";2017
"Xylosandrus crassiusculus";"Insects";"Slovenia";2017
"Carex vulpinoidea";"Vascular plants";"Slovenia";2016
"Dichondra micrantha";"Vascular plants";"Slovenia";2018
"Eutrochium fistulosum";"Vascular plants";"Slovenia";2011
"Nonea lutea";"Vascular plants";"Slovenia";2012
"Pachysandra terminalis";"Vascular plants";"Slovenia";2014
"Periploca graeca";"Vascular plants";"Slovenia";2010
"Pueraria montana";"Vascular plants";"Slovenia";2018
"Sulla coronaria";"Vascular plants";"Slovenia";2011
"Halimeda incrassata";"Algae";"Spain";2011
"Polysiphonia schneideri";"Algae";"Spain";2011
"Pyropia suborbiculata";"Algae";"Spain";2010
"Ommatotriton ophryticus";"Amphibians";"Spain";2011
"Xylella fastidiosa";"Bacteria and protozoans";"Spain";2016
"Aratinga pertinax";"Birds";"Spain";2011
"Caracara plancus";"Birds";"Spain";2010
"Ciconia abdimii";"Birds";"Spain";2010
"Columbina talpacoti";"Birds";"Spain";2013
"Elanoides forficatus";"Birds";"Spain";2010
"Grus canadensis";"Birds";"Spain";2011
"Haemorhous mexicanus";"Birds";"Spain";2016
"Lorius chlorocercus";"Birds";"Spain";2014
"Mimus gilvus";"Birds";"Spain";2012
"Musophaga violacea";"Birds";"Spain";2011
"Phoeniculus purpureus";"Birds";"Spain";2014
"Rhodospiza obsoleta";"Birds";"Spain";2017
"Spatula hottentota";"Birds";"Spain";2014
"Tockus deckeni";"Birds";"Spain";2015
"Zenaida meloda";"Birds";"Spain";2011
"Bosmina coregoni";"Crustaceans";"Spain";2014
"Caprella mutica";"Crustaceans";"Spain";2012
"Crangonyx pseudogracilis";"Crustaceans";"Spain";2011
"Faxonius limosus";"Crustaceans";"Spain";2010
"Paracaprella pusilla";"Crustaceans";"Spain";2010
"Stenothoe georgiana";"Crustaceans";"Spain";2010
"Ceratocystis fagacearum";"Fungi";"Spain";2016
"Aedes japonicus";"Insects";"Spain";2019
"Aphis illinoisensis";"Insects";"Spain";2011
"Bruchidius terrenus";"Insects";"Spain";2011
"Dryocosmus kuriphilus";"Insects";"Spain";2012
"Epuraea imperialis";"Insects";"Spain";2012
"Hierodula transcaucasica";"Insects";"Spain";2021
"Mallodon dasystomum";"Insects";"Spain";2016
"Megachile sculpturalis";"Insects";"Spain";2018
"Monoxia obesula";"Insects";"Spain";2017
"Paracoccus burnerae";"Insects";"Spain";2014
"Psyllaephagus bliteus";"Insects";"Spain";2011
"Sipha flava";"Insects";"Spain";2014
"Trachymela sloanei";"Insects";"Spain";2014
"Vespa orientalis";"Insects";"Spain";2012
"Vespa velutina";"Insects";"Spain";2011
"Xylosandrus compactus";"Insects";"Spain";2019
"Xylotrechus chinensis";"Insects";"Spain";2013
"Barbronia weberi";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2011
"Branchiomma bairdi";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2012
"Maeotias marginata";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2012
"Perinereis linea";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2012
"Polystomoides orbiculare";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2015
"Spirorchis elegans";"Invertebrates (excl. Arthropods, Molluscs)";"Spain";2012
"Ensis leei";"Molluscs";"Spain";2011
"Marisa cornuarietis";"Molluscs";"Spain";2014
"Orientogalba viridis";"Molluscs";"Spain";2015
"Theora lubrica";"Molluscs";"Spain";2010
"Acacia salicina";"Vascular plants";"Spain";2018
"Acokanthera oblongifolia";"Vascular plants";"Spain";2018
"Agave vivipara";"Vascular plants";"Spain";2016
"Aloe brevifolia";"Vascular plants";"Spain";2016
"Alstroemeria ligtu";"Vascular plants";"Spain";2018
"Argemone ochroleuca";"Vascular plants";"Spain";2010
"Atriplex lindleyi";"Vascular plants";"Spain";2010
"Austrocylindropuntia cylindrica";"Vascular plants";"Spain";2011
"Banksia integrifolia";"Vascular plants";"Spain";2010
"Brugmansia arborea";"Vascular plants";"Spain";2020
"Callistemon rigidus";"Vascular plants";"Spain";2013
"Callistemon viminalis";"Vascular plants";"Spain";2018
"Carica papaya";"Vascular plants";"Spain";2010
"Carpobrotus chilensis";"Vascular plants";"Spain";2017
"Cestrum aurantiacum";"Vascular plants";"Spain";2015
"Crassula arborescens";"Vascular plants";"Spain";2010
"Desmanthus virgatus";"Vascular plants";"Spain";2017
"Digitaria setigera";"Vascular plants";"Spain";2018
"Dombeya wallichii";"Vascular plants";"Spain";2019
"Drimiopsis maculata";"Vascular plants";"Spain";2010
"Eriocephalus africanus";"Vascular plants";"Spain";2011
"Genista stenopetala";"Vascular plants";"Spain";2010
"Lampranthus spectabilis";"Vascular plants";"Spain";2013
"Leonotis leonurus";"Vascular plants";"Spain";2019
"Leucaena leucocephala";"Vascular plants";"Spain";2018
"Mahonia bealei";"Vascular plants";"Spain";2020
"Melinis repens";"Vascular plants";"Spain";2019
"Momordica charantia";"Vascular plants";"Spain";2017
"Muehlenbeckia sagittifolia";"Vascular plants";"Spain";2014
"Oenothera speciosa";"Vascular plants";"Spain";2011
"Opuntia ficus-indica";"Vascular plants";"Spain";2016
"Ornithogalum thyrsoides";"Vascular plants";"Spain";2018
"Pelargonium inquinans";"Vascular plants";"Spain";2011
"Phymosia umbellata";"Vascular plants";"Spain";2014
"Protea cynaroides";"Vascular plants";"Spain";2013
"Salvia hispanica";"Vascular plants";"Spain";2014
"Sclerophylax spinescens";"Vascular plants";"Spain";2012
"Setaria pumila";"Vascular plants";"Spain";2018
"Solandra maxima";"Vascular plants";"Spain";2010
"Solanum betaceum";"Vascular plants";"Spain";2011
"Solanum seaforthianum";"Vascular plants";"Spain";2018
"Syringa persica";"Vascular plants";"Spain";2020
"Syzygium cumini";"Vascular plants";"Spain";2018
"Tetraena waterlotii";"Vascular plants";"Spain";2013
"Tradescantia spathacea";"Vascular plants";"Spain";2018
"Triadica sebifera";"Vascular plants";"Spain";2018
"Waltheria indica";"Vascular plants";"Spain";2012
"Cancer irroratus";"Crustaceans";"Sweden";2019
"Caprella mutica";"Crustaceans";"Sweden";2011
"Grandidierella japonica";"Crustaceans";"Sweden";2010
"Hemigrapsus sanguineus";"Crustaceans";"Sweden";2012
"Hemigrapsus takanoi";"Crustaceans";"Sweden";2016
"Procambarus virginalis";"Crustaceans";"Sweden";2012
"Rhithropanopeus harrisii";"Crustaceans";"Sweden";2014
"Calonectria pseudonaviculata";"Fungi";"Sweden";2010
"Neonectria neomacrospora";"Fungi";"Sweden";2015
"Parmelina quercina";"Fungi";"Sweden";2010
"Leptoglossus occidentalis";"Insects";"Sweden";2011
"Beroe ovata";"Invertebrates (excl. Arthropods, Molluscs)";"Sweden";2019
"Echinococcus multilocularis";"Invertebrates (excl. Arthropods, Molluscs)";"Sweden";2010
"Euplokamis dunlapae";"Invertebrates (excl. Arthropods, Molluscs)";"Sweden";2011
"Ficopomatus enigmaticus";"Invertebrates (excl. Arthropods, Molluscs)";"Sweden";2013
"Odocoileus virginianus";"Mammals";"Sweden";2010
"Procyon lotor";"Mammals";"Sweden";2010
"Mytilopsis leucophaeata";"Molluscs";"Sweden";2011
"Rangia cuneata";"Molluscs";"Sweden";2016
"Crassula helmsii";"Vascular plants";"Sweden";2010
