"","species","Region","LifeForm","off_FirstRec","count","firstRec","phylum","class","timeLag","eu_status","google","scopus","EASIN_Id.x","Status.x","TER.x","FRW.x","MAR.x","EST.x","habitat","worst_100_world_ISSG","worst_100_Europe_DAISIE","mentioned_in_EU_quarantine_species","partly_native","obsEffort_LF","ResearchEffort","nOccTotSp","obsInNeigborCountryBefore","google_country_porc","google_country_tot","EASIN_Id.y","Status.y","TER.y","FRW.y","MAR.y","EST.y","Kingdom","Phylum","Class","Order","Family"
"267","Elaeagnus umbellata","France","Vascular plants",2012,1,2019,"Tracheophyta","Magnoliopsida",7,"NO",4788,574,"R05460","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,286,TRUE,76,3638.88,"R05460","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Rhamnales","Elaeagnaceae"
"268","Eleocharis engelmannii","Belgium","Vascular plants",2014,34,2014,"Tracheophyta","Liliopsida",0,"NO",0,13,"R19446","A",1,1,0,0,"Freshwater_Terrestrial","NO","NO","NO","NO",1132699,480,43,TRUE,0,0,"R19446","A","1","1","0","0","Plantae","Tracheophyta","Liliopsida","Cyperales","Cyperaceae"
"269","Ensis leei","Spain","Molluscs",2011,2,2011,"Mollusca","Bivalvia",0,"NO",0,25,NA,NA,0,0,1,0,"Marine","NO","NO","NO","NO",3301,120,1844,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","Eolophus roseicapilla","Belgium","Birds",2016,3,2016,"Chordata","Aves",0,"NO",962,54,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,9,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","Epilobium brachycarpum","Belgium","Vascular plants",2012,81,2015,"Tracheophyta","Magnoliopsida",3,"NO",1913,31,"R05652","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,0,0,"R05652","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae"
"272","Epilobium hirsutum","New Zealand","Vascular plants",2018,31,2016,"Tracheophyta","Magnoliopsida",-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,31,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","Epimedium pinnatum","Belgium","Vascular plants",2012,2,2020,"Tracheophyta","Magnoliopsida",8,"NO",1623,17,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,56,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","Equisetum arvense","Ireland","Vascular plants",2010,20,2017,"Tracheophyta","Polypodiopsida",7,"NO",7774,3046,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",26889,13,54921,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","Equisetum arvense","United Kingdom","Vascular plants",2010,1209,2007,"Tracheophyta","Polypodiopsida",-3,"NO",7774,3046,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",729813,102,54921,TRUE,21,1632.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","Equisetum scirpoides","Belgium","Vascular plants",2014,9,2009,"Tracheophyta","Polypodiopsida",-5,"NO",2000,52,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1461,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","Equisetum variegatum","Denmark","Vascular plants",2017,2,2021,"Tracheophyta","Polypodiopsida",4,"NO",885,101,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",63407,18,4215,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","Equisetum variegatum","Sweden","Vascular plants",2017,1750,1990,"Tracheophyta","Polypodiopsida",-27,"NO",885,101,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",7997425,26,4215,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","Eragrostis pilosa","Belgium","Vascular plants",2015,21,2015,"Tracheophyta","Liliopsida",0,"NO",1750,192,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,134,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","Eremocoris fenestratus","United Kingdom","Insects",2010,2,2021,"Arthropoda","Insecta",11,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",6320677,102,208,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","Erigeron annuus","Italy","Vascular plants",2018,1124,2005,"Tracheophyta","Magnoliopsida",-13,"NO",3117,1203,"R05820","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",967299,162,28274,TRUE,15,467.55,"R05820","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"282","Erigeron annuus","Albania","Vascular plants",2013,2,2019,"Tracheophyta","Magnoliopsida",6,"NO",3117,1203,"R05820","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,28274,FALSE,0,0,"R05820","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"283","Erodium trifolium","Belgium","Vascular plants",2017,5,2017,"Tracheophyta","Magnoliopsida",0,"NO",0,162,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,33,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","Eryngium bourgatii","Belgium","Vascular plants",2013,1,2013,"Tracheophyta","Magnoliopsida",0,"NO",3467,139,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1264,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","Erysiphe corylacearum","Austria","Fungi",2020,7,2020,"Ascomycota","Leotiomycetes",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9737,44,NA,TRUE,NA,NA,"R19969","A","1","1","1","0","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae"
"286","Erythranthe cuprea","Belgium","Vascular plants",2011,2,2016,"Tracheophyta","Magnoliopsida",5,"NO",0,0,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","Erythranthe guttata","Belgium","Vascular plants",2012,224,2005,"Tracheophyta","Magnoliopsida",-7,"NO",1044,18,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1007,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","Erythranthe lutea","Belgium","Vascular plants",2012,6,2020,"Tracheophyta","Magnoliopsida",8,"NO",0,3,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,70,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","Erythranthe moschata","Belgium","Vascular plants",2019,4,2015,"Tracheophyta","Magnoliopsida",-4,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,27,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","Erythrina crista-galli","France","Vascular plants",2014,2,2019,"Tracheophyta","Magnoliopsida",5,"NO",3390,631,"R05967","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,32,FALSE,4,135.6,"R05967","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae"
"291","Eucalyptus globulus","Albania","Vascular plants",2011,2,2019,"Tracheophyta","Magnoliopsida",8,"NO",9859,30091,"R06002","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",2476,54,1260,FALSE,0,0,"R06002","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae"
"292","Eudocimus ruber","Belgium","Birds",2015,332,2015,"Chordata","Aves",0,"NO",1493,158,"R06030","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,390,TRUE,0,0,"R06030","A","1","0","0","0","Animalia","Chordata","Aves","Ciconiiformes","threskiornithidae"
"293","Eukoebelea australiensis","New Zealand","Insects",2013,2,2013,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","Euonymus alatus","Belgium","Vascular plants",2011,15,2015,"Tracheophyta","Magnoliopsida",4,"NO",7889,1479,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,124,FALSE,100,7889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","Euonymus fortunei","Belgium","Vascular plants",2010,131,2007,"Tracheophyta","Magnoliopsida",-3,"NO",8351,301,"R06061","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,NA,TRUE,82,6847.82,"R06061","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae"
"296","Euonymus japonicus","Belgium","Vascular plants",2010,46,2010,"Tracheophyta","Magnoliopsida",0,"NO",4984,584,"R06065","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1136,FALSE,83,4136.72,"R06065","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Celastrales","Celastraceae"
"297","Eupholidoptera schmidti","Austria","Insects",2011,17,2015,"Arthropoda","Insecta",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122100,44,17,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","Exomias pellucidus","New Zealand","Insects",2010,7,2010,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,7,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","Fabrella tsugae","Switzerland","Fungi",2012,9,2012,"Ascomycota","Leotiomycetes",0,"NO",0,2,NA,NA,0,1,1,0,"Freshwater_Marine","NO","NO","NO","YES",591676,13,9,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","Ficopomatus enigmaticus","Sweden","Invertebrates (excl. Arthropods, Molluscs)",2013,2,2020,"Annelida","Polychaeta",7,"NO",1727,360,"R06316","A",0,1,1,0,"Freshwater_Marine","NO","YES","NO","NO",11873,26,NA,FALSE,0,0,"R06316","A","0","0","0","0","Animalia","Annelida","Polychaeta","Sabellida","Serpulidae"
"301","Gaillardia aristata","France","Vascular plants",2014,3,2014,"Tracheophyta","Magnoliopsida",0,"NO",4484,155,"R06485","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,28,TRUE,31,1390.04,"R06485","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"302","Galanthus nivalis","Belgium","Vascular plants",2014,4103,1990,"Tracheophyta","Liliopsida",-24,"NO",5386,2443,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,37820,TRUE,100,5386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","Galanthus plicatus","Belgium","Vascular plants",2015,4,2017,"Tracheophyta","Liliopsida",2,"NO",1862,88,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1153,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","Galanthus woronowii","Belgium","Vascular plants",2015,37,2010,"Tracheophyta","Liliopsida",-5,"NO",1883,87,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,1008,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","Galanthus woronowii","Austria","Vascular plants",2015,10,2020,"Tracheophyta","Liliopsida",5,"NO",1883,87,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",405467,44,1008,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","Geranium maderense","France","Vascular plants",2012,1,2021,"Tracheophyta","Magnoliopsida",9,"NO",3906,5,"R06676","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,66,FALSE,20,781.2,"R06676","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Geraniales","Geraniaceae"
"307","Geranium psilostemon","Belgium","Vascular plants",2013,2,2013,"Tracheophyta","Magnoliopsida",0,"NO",2586,10,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,98,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","Ginkgo biloba","Belgium","Vascular plants",2011,14,2005,"Tracheophyta","Ginkgoopsida",-6,"NO",18186,43348,"R06736","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,924,TRUE,26,4728.36,"R06736","A","1","0","0","0","Plantae","Tracheophyta","Ginkgoopsida","Ginkgoales","Ginkgoaceae"
"309","Gladiolus italicus","Belgium","Vascular plants",2012,1,2012,"Tracheophyta","Liliopsida",0,"NO",1927,12,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,4107,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","Glandularia hybrida","Belgium","Vascular plants",2010,10,2012,"Tracheophyta","Magnoliopsida",2,"NO",1211,24,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,69,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","Glaucium grandiflorum","Belgium","Vascular plants",2016,5,2016,"Tracheophyta","Magnoliopsida",0,"NO",0,92,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,13,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","Glycaspis brimblecombei","Italy","Insects",2010,12,2017,"Arthropoda","Insecta",7,"NO",1531,272,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","Glycaspis brimblecombei","Greece","Insects",2013,21,2014,"Arthropoda","Insecta",1,"NO",1531,272,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","Glycaspis brimblecombei","Spain","Insects",2010,8,2019,"Arthropoda","Insecta",9,"NO",1531,272,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,NA,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","Gobiosoma bosc","Netherlands","Fishes",2017,3,2017,"Chordata","Actinopterygii",0,"NO",0,135,"R17573","A",0,1,1,0,"Freshwater_Marine","NO","NO","NO","NO",118551,30,NA,FALSE,0,0,"R17573","A","0","1","1","0","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae"
"316","Gomphocarpus fruticosus","Belgium","Vascular plants",2017,2,2017,"Tracheophyta","Magnoliopsida",0,"NO",2424,94,"R06825","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,257,TRUE,0,0,"R06825","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Gentianales","Asclepiadaceae"
"317","Gracilaria vermiculophylla","Norway","Algae",2012,34,2012,"Rhodophyta","Florideophyceae",0,"NO",1264,1517,"R06855","A",0,0,1,0,"Marine","NO","NO","NO","NO",21610,76,NA,FALSE,0,0,"R06855","A","0","0","1","0","Plantae","Rhodophyta","Florideophyceae","Gracilariales","Gracilariaceae"
"318","Gracilechinus acutus","Norway","Invertebrates (excl. Arthropods, Molluscs)",2017,22,2013,"Echinodermata","Echinoidea",-4,"NO",0,22,NA,NA,0,0,1,0,"Marine","NO","NO","NO","YES",2561,76,129,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","Graphocephala fennahi","Norway","Insects",2010,8,2017,"Arthropoda","Insecta",7,"NO",826,35,"R06873","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",598977,76,NA,TRUE,0,0,"R06873","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Cicadellidae"
"320","Graptemys pseudogeographica","Portugal","Reptiles",2013,9,2018,"Chordata","Reptilia",5,"NO",2251,205,NA,NA,1,1,0,0,"Terrestrial_Freshwater","NO","NO","NO","NO",4791,83,341,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","Grus canadensis","Spain","Birds",2011,11,2011,"Chordata","Aves",0,"NO",2273,847,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",10201950,120,1564,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","Grus vipio","Belgium","Birds",2011,1,2011,"Chordata","Aves",0,"NO",0,155,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,2,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","Gryllus bimaculatus","Austria","Insects",2015,1,2015,"Arthropoda","Insecta",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122100,44,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","Gunnera tinctoria","France","Vascular plants",2010,604,2018,"Tracheophyta","Magnoliopsida",8,"accepted",4457,149,"R06923","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",3156527,142,1178,TRUE,51,2273.07,"R06923","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Haloragales","Gunneraceae"
"325","Gutenbergia rueppellii","Belgium","Vascular plants",2013,2,2013,"Tracheophyta","Magnoliopsida",0,"NO",0,1,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,2,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","Haemorhous mexicanus","Spain","Birds",2016,420,2016,"Chordata","Aves",0,"NO",1667,461,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",10201950,120,1310,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","Haliaeetus leucocephalus","Belgium","Birds",2013,8,2015,"Chordata","Aves",2,"NO",4327,1919,"R07011","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,NA,TRUE,0,0,"R07011","A","1","0","0","0","Animalia","Chordata","Aves","Ciconiiformes","Accipitridae"
"328","Halyomorpha halys","Slovenia","Insects",2017,56,2018,"Arthropoda","Insecta",1,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",20810,45,9727,TRUE,0,0,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"329","Halyomorpha halys","Italy","Insects",2012,2735,2010,"Arthropoda","Insecta",-2,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",205611,162,9727,TRUE,15,747,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"330","Halyomorpha halys","France","Insects",2012,1610,2014,"Arthropoda","Insecta",2,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",514135,142,9727,TRUE,5,249,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"331","Halyomorpha halys","Serbia","Insects",2015,135,2017,"Arthropoda","Insecta",2,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",11129,54,9727,TRUE,16,796.8,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"332","Halyomorpha halys","Bulgaria","Insects",2016,74,2018,"Arthropoda","Insecta",2,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",15172,8,9727,TRUE,8,398.4,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"333","Halyomorpha halys","Croatia","Insects",2017,111,2018,"Arthropoda","Insecta",1,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",13442,19,9727,TRUE,16,796.8,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"334","Halyomorpha halys","Hungary","Insects",2013,176,2015,"Arthropoda","Insecta",2,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",15818,18,9727,FALSE,2,99.6,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"335","Halyomorpha halys","Greece","Insects",2011,109,2015,"Arthropoda","Insecta",4,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,9727,FALSE,11,547.8,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"336","Halyomorpha halys","United Kingdom","Insects",2020,6,2019,"Arthropoda","Insecta",-1,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6320677,102,9727,TRUE,1,49.8,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"337","Halyomorpha halys","Germany","Insects",2011,1873,2016,"Arthropoda","Insecta",5,"NO",4980,1724,"R17054","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1575546,51,9727,FALSE,4,199.2,"R17054","A","1","0","0","0","Animalia","Arthropoda","Insecta","Hemiptera","Pentatomidae"
"338","Hedera colchica","France","Vascular plants",2010,21,2020,"Tracheophyta","Magnoliopsida",10,"NO",4853,270,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",3156527,142,293,TRUE,14,679.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","Hedera hibernica","Belgium","Vascular plants",2010,389,2008,"Tracheophyta","Magnoliopsida",-2,"NO",6853,61,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,819,FALSE,42,2878.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","Hedera maroccana","Belgium","Vascular plants",2010,1,2021,"Tracheophyta","Magnoliopsida",11,"NO",0,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,1,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","Helianthus decapetalus","Belgium","Vascular plants",2011,1,2015,"Tracheophyta","Magnoliopsida",4,"NO",2247,25,"R07122","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",1132699,480,13,FALSE,0,0,"R07122","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae"
"342","Helleborus lividus","Belgium","Vascular plants",2011,29,2011,"Tracheophyta","Magnoliopsida",0,"NO",2180,12,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,316,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","Hemigrapsus sanguineus","Sweden","Crustaceans",2012,43,2017,"Arthropoda","Malacostraca",5,"consideration",1103,990,"R07228","A",0,0,1,0,"Marine","NO","NO","NO","NO",11339,26,NA,FALSE,0,0,"R07228","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae"
"344","Hemigrapsus takanoi","Sweden","Crustaceans",2016,27,2016,"Arthropoda","Malacostraca",0,"NO",600,148,"R07229","A",0,0,1,0,"Marine","NO","NO","NO","NO",11339,26,NA,FALSE,0,0,"R07229","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae"
"345","Hemigrapsus takanoi","United Kingdom","Crustaceans",2011,5,2019,"Arthropoda","Malacostraca",8,"NO",600,148,"R07229","A",0,0,1,0,"Marine","NO","NO","NO","NO",22722,102,NA,FALSE,0,0,"R07229","A","0","0","1","0","Animalia","Arthropoda","Malacostraca","Decapoda","Varunidae"
"346","Henosepilachna vigintioctopunctata","New Zealand","Insects",2010,136,2006,"Arthropoda","Insecta",-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,34,136,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","Heracleum sphondylium","Belgium","Vascular plants",2017,4940,1991,"Tracheophyta","Magnoliopsida",-26,"NO",3508,662,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,66947,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348","Hermetia illucens","Greece","Insects",2015,32,2014,"Arthropoda","Insecta",-1,"NO",6220,3020,"R07265","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",41715,144,1252,FALSE,0,0,"R07265","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae"
"349","Hermetia illucens","Czech Republic","Insects",2010,4,2020,"Arthropoda","Insecta",10,"NO",6220,3020,"R07265","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",47792,28,1252,FALSE,0,0,"R07265","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae"
"350","Hermetia illucens","Netherlands","Insects",2019,2,2017,"Arthropoda","Insecta",-2,"NO",6220,3020,"R07265","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",6331084,30,1252,TRUE,0,0,"R07265","A","1","0","0","0","Animalia","Arthropoda","Insecta","Diptera","Stratiomyidae"
"351","Hibiscus rosa-sinensis","Greece","Vascular plants",2015,22,2013,"Tracheophyta","Magnoliopsida",-2,"NO",5471,4083,"R07340","A",1,0,0,0,"Terrestrial","NO","NO","NO","NO",46853,144,236,FALSE,0,0,"R07340","A","1","0","0","0","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae"
"352","Hierodula transcaucasica","Spain","Insects",2021,1,2021,"Arthropoda","Insecta",0,"NO",0,4,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",264021,120,1697,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Himantopus mexicanus","Belgium","Birds",2019,854,1991,"Chordata","Aves",-28,"NO",1797,169,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","NO",788948,480,866,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Hippophae rhamnoides","Belgium","Vascular plants",2010,309,1991,"Tracheophyta","Magnoliopsida",-19,"NO",6850,9532,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,19207,TRUE,31,2123.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Hippophae rhamnoides","Portugal","Vascular plants",2011,2,2020,"Tracheophyta","Magnoliopsida",9,"NO",6850,9532,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",107614,83,19207,FALSE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"356","Hornungia alpina","Belgium","Vascular plants",2013,1,2013,"Tracheophyta","Magnoliopsida",0,"NO",566,33,NA,NA,1,0,0,0,"Terrestrial","NO","NO","NO","YES",1132699,480,NA,TRUE,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
